,Value(uM),Subject Age,Subject Sex,Subject Information,Comment,File
11230,,,,Normal,None,hmdb_metabolites-40116
11231,,,,Normal,None,hmdb_metabolites-40117
11232,,,,Normal,None,hmdb_metabolites-40123
11233,,,,Normal,None,hmdb_metabolites-40127
11234,,,,Normal,None,hmdb_metabolites-40129
11235,,,,Normal,None,hmdb_metabolites-40131
11236,,,,Normal,None,hmdb_metabolites-40132
11237,,,,Normal,None,hmdb_metabolites-40133
11238,,,,Normal,None,hmdb_metabolites-40134
11239,,,,Normal,None,hmdb_metabolites-40135
11240,,,,Normal,None,hmdb_metabolites-40139
11241,,,,Normal,None,hmdb_metabolites-40140
11242,,,,Normal,None,hmdb_metabolites-40143
11243,,,,Normal,None,hmdb_metabolites-40154
11244,,,,Normal,None,hmdb_metabolites-40156
11245,,,,Normal,None,hmdb_metabolites-40159
11246,,,,Normal,None,hmdb_metabolites-40161
11247,,,,Normal,None,hmdb_metabolites-40163
11248,,,,Normal,None,hmdb_metabolites-40164
11249,,,,Normal,None,hmdb_metabolites-40165
11250,,,,Normal,None,hmdb_metabolites-40167
11251,,,,Normal,None,hmdb_metabolites-40168
11252,,,,Normal,None,hmdb_metabolites-40170
11253,0.000075 +/- 0.000025,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40177
11254,1.03 +/- 0.057,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40178
11255,0.341 +/- 0.016,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40179
11256,0.000175 +/- 0.000005,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40180
11257,0.00013 +/- 0.000006,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40181
11258,0.000053 +/- 0.000003,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40182
11259,0.000172 +/- 0.00004,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40183
11260,0.00164 +/- 0.000128,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40184
11261,0.000026 +/- 0.000009,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40185
11262,0.00194 +/- 0.000645,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40186
11263,0.000202 +/- 0.000041,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40187
11264,0.000228 +/- 0.000015,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40188
11265,0.0053 +/- 0.00131,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40189
11266,0.000131 +/- 0.000022,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40190
11267,0.000294 +/- 0.000076,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40191
11268,0.000123 +/- 0.000003,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40192
11269,0.000066 +/- 0.000014,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40193
11270,0.000039 +/- 0.000002,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40194
11271,0.00031 +/- 0.000031,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40195
11272,30 +/- 1,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40196
11273,30 +/- 1,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40197
11274,31 +/- 1,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40198
11275,32 +/- 1,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40199
11276,31 +/- 1,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40200
11277,0.0033 +/- 0.0012,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40201
11278,0.0045 +/- 0.0020,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40202
11279,,,,Normal,None,hmdb_metabolites-40245
11280,,,,Normal,None,hmdb_metabolites-40247
11281,,,,Normal,None,hmdb_metabolites-40248
11282,,,,Normal,None,hmdb_metabolites-40265
11283,,,,Normal,None,hmdb_metabolites-40381
11284,,,,Normal,None,hmdb_metabolites-40382
11285,,,,Normal,None,hmdb_metabolites-40435
11286,,,,Normal,None,hmdb_metabolites-40450
11287,,,,Normal,None,hmdb_metabolites-40451
11288,,,,Normal,None,hmdb_metabolites-40466
11289,,,,Normal,None,hmdb_metabolites-40467
11290,,,,Normal,None,hmdb_metabolites-40471
11291,,,,Normal,None,hmdb_metabolites-40473
11292,,,,Normal,None,hmdb_metabolites-40478
11293,,,,Normal,None,hmdb_metabolites-40480
11294,,,,Normal,None,hmdb_metabolites-40481
11295,,,,Normal,None,hmdb_metabolites-40484
11296,,,,Normal,None,hmdb_metabolites-40486
11297,,,,Normal,None,hmdb_metabolites-40489
11298,,,,Normal,None,hmdb_metabolites-40490
11299,,,,Normal,None,hmdb_metabolites-40495
11300,,,,Normal,None,hmdb_metabolites-40496
11301,,,,Normal,None,hmdb_metabolites-40497
11302,,,,Normal,None,hmdb_metabolites-40498
11303,,,,Normal,None,hmdb_metabolites-40499
11304,,,,Normal,None,hmdb_metabolites-40500
11305,,,,Normal,None,hmdb_metabolites-40502
11306,,,,Normal,None,hmdb_metabolites-40512
11307,,,,Normal,None,hmdb_metabolites-40516
11308,,,,Normal,None,hmdb_metabolites-40517
11309,,,,Normal,None,hmdb_metabolites-40519
11310,,,,Normal,None,hmdb_metabolites-40545
11311,,,,Normal,None,hmdb_metabolites-40546
11312,,,,Normal,None,hmdb_metabolites-40555
11313,,,,Normal,None,hmdb_metabolites-40574
11314,,,,Normal,None,hmdb_metabolites-40579
11315,,,,Normal,None,hmdb_metabolites-40581
11316,,,,Normal,None,hmdb_metabolites-40582
11317,,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40584
11318,,,,Normal,None,hmdb_metabolites-40592
11319,,,,Normal,None,hmdb_metabolites-40593
11320,,,,Normal,None,hmdb_metabolites-40595
11321,0.066 +/- 0.026,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-40605
11322,,,,Normal,None,hmdb_metabolites-40609
11323,,,,Normal,None,hmdb_metabolites-40610
11324,,,,Normal,None,hmdb_metabolites-40611
11325,,,,Normal,None,hmdb_metabolites-40612
11326,,,,Normal,None,hmdb_metabolites-40613
11327,,,,Normal,None,hmdb_metabolites-40614
11328,,,,Normal,None,hmdb_metabolites-40615
11329,,,,Normal,None,hmdb_metabolites-40616
11330,,,,Normal,None,hmdb_metabolites-40617
11331,,,,Normal,None,hmdb_metabolites-40618
11332,,,,Normal,None,hmdb_metabolites-40619
11333,,,,Normal,None,hmdb_metabolites-40620
11334,,,,Normal,None,hmdb_metabolites-40621
11335,,,,Normal,None,hmdb_metabolites-40622
11336,,,,Normal,None,hmdb_metabolites-40623
11337,,,,Normal,None,hmdb_metabolites-40624
11338,,,,Normal,None,hmdb_metabolites-40625
11339,,,,Normal,None,hmdb_metabolites-40626
11340,,,,Normal,None,hmdb_metabolites-40627
11341,,,,Normal,None,hmdb_metabolites-40628
11342,,,,Normal,None,hmdb_metabolites-40629
11343,,,,Normal,None,hmdb_metabolites-40630
11344,,,,Normal,None,hmdb_metabolites-40631
11345,,,,Normal,None,hmdb_metabolites-40632
11346,,,,Normal,None,hmdb_metabolites-40633
11347,,,,Normal,None,hmdb_metabolites-40634
11348,,,,Normal,None,hmdb_metabolites-40635
11349,,,,Normal,None,hmdb_metabolites-40636
11350,,,,Normal,None,hmdb_metabolites-40637
11351,,,,Normal,None,hmdb_metabolites-40638
11352,,,,Normal,None,hmdb_metabolites-40639
11353,,,,Normal,None,hmdb_metabolites-40640
11354,,,,Normal,None,hmdb_metabolites-40641
11355,,,,Normal,None,hmdb_metabolites-40642
11356,,,,Normal,None,hmdb_metabolites-40643
11357,,,,Normal,None,hmdb_metabolites-40644
11358,,,,Normal,None,hmdb_metabolites-40645
11359,,,,Normal,None,hmdb_metabolites-40646
11360,,,,Normal,None,hmdb_metabolites-40647
11361,,,,Normal,None,hmdb_metabolites-40648
11362,,,,Normal,None,hmdb_metabolites-40649
11363,,,,Normal,None,hmdb_metabolites-40650
11364,,,,Normal,None,hmdb_metabolites-40651
11365,,,,Normal,None,hmdb_metabolites-40652
11366,,,,Normal,None,hmdb_metabolites-40653
11367,,,,Normal,None,hmdb_metabolites-40654
11368,,,,Normal,None,hmdb_metabolites-40655
11369,,,,Normal,None,hmdb_metabolites-40656
11370,,,,Normal,None,hmdb_metabolites-40657
11371,,,,Normal,None,hmdb_metabolites-40658
11372,,,,Normal,None,hmdb_metabolites-40659
11373,,,,Normal,None,hmdb_metabolites-40660
11374,,,,Normal,None,hmdb_metabolites-40661
11375,,,,Normal,None,hmdb_metabolites-40662
11376,,,,Normal,None,hmdb_metabolites-40663
11377,,,,Normal,None,hmdb_metabolites-40664
11378,,,,Normal,None,hmdb_metabolites-40665
11379,,,,Normal,None,hmdb_metabolites-40666
11380,,,,Normal,None,hmdb_metabolites-40667
11381,,,,Normal,None,hmdb_metabolites-40668
11382,,,,Normal,None,hmdb_metabolites-40669
11383,,,,Normal,None,hmdb_metabolites-40670
11384,,,,Normal,None,hmdb_metabolites-40671
11385,,,,Normal,None,hmdb_metabolites-40672
11386,,,,Normal,None,hmdb_metabolites-40673
11387,,,,Normal,None,hmdb_metabolites-40674
11388,,,,Normal,None,hmdb_metabolites-40675
11389,,,,Normal,None,hmdb_metabolites-40676
11390,,,,Normal,None,hmdb_metabolites-40677
11391,,,,Normal,None,hmdb_metabolites-40678
11392,,,,Normal,None,hmdb_metabolites-40679
11393,,,,Normal,None,hmdb_metabolites-40680
11394,,,,Normal,None,hmdb_metabolites-40681
11395,,,,Normal,None,hmdb_metabolites-40682
11396,,,,Normal,None,hmdb_metabolites-40683
11397,,,,Normal,None,hmdb_metabolites-40684
11398,,,,Normal,None,hmdb_metabolites-40685
11399,,,,Normal,None,hmdb_metabolites-40686
11400,,,,Normal,None,hmdb_metabolites-40687
11401,,,,Normal,None,hmdb_metabolites-40688
11402,,,,Normal,None,hmdb_metabolites-40689
11403,,,,Normal,None,hmdb_metabolites-40690
11404,,,,Normal,None,hmdb_metabolites-40691
11405,,,,Normal,None,hmdb_metabolites-40692
11406,,,,Normal,None,hmdb_metabolites-40693
11407,,,,Normal,None,hmdb_metabolites-40694
11408,,,,Normal,None,hmdb_metabolites-40695
11409,,,,Normal,None,hmdb_metabolites-40696
11410,,,,Normal,None,hmdb_metabolites-40697
11411,,,,Normal,None,hmdb_metabolites-40698
11412,,,,Normal,None,hmdb_metabolites-40699
11413,,,,Normal,None,hmdb_metabolites-40700
11414,,,,Normal,None,hmdb_metabolites-40701
11415,,,,Normal,None,hmdb_metabolites-40702
11416,,,,Normal,None,hmdb_metabolites-40703
11417,,,,Normal,None,hmdb_metabolites-40704
11418,,,,Normal,None,hmdb_metabolites-40705
11419,,,,Normal,None,hmdb_metabolites-40706
11420,,,,Normal,None,hmdb_metabolites-40707
11421,,,,Normal,None,hmdb_metabolites-40708
11422,,,,Normal,None,hmdb_metabolites-40709
11423,,,,Normal,None,hmdb_metabolites-40710
11424,,,,Normal,None,hmdb_metabolites-40711
11425,,,,Normal,None,hmdb_metabolites-40712
11426,,,,Normal,None,hmdb_metabolites-40713
11427,,,,Normal,None,hmdb_metabolites-40714
11428,,,,Normal,None,hmdb_metabolites-40715
11429,,,,Normal,None,hmdb_metabolites-40716
11430,,,,Normal,None,hmdb_metabolites-40717
11431,,,,Normal,None,hmdb_metabolites-40718
11432,,,,Normal,None,hmdb_metabolites-40719
11433,,,,Normal,None,hmdb_metabolites-40720
11434,,,,Normal,None,hmdb_metabolites-40721
11435,,,,Normal,None,hmdb_metabolites-40722
11436,,,,Normal,None,hmdb_metabolites-40723
11437,,,,Normal,None,hmdb_metabolites-40724
11438,,,,Normal,None,hmdb_metabolites-40725
11439,,,,Normal,None,hmdb_metabolites-40726
11440,,,,Normal,None,hmdb_metabolites-40727
11441,,,,Normal,None,hmdb_metabolites-40728
11442,,,,Normal,None,hmdb_metabolites-40729
11443,,,,Normal,None,hmdb_metabolites-40730
11444,,,,Normal,None,hmdb_metabolites-40731
11445,,,,Normal,None,hmdb_metabolites-40732
11446,,,,Normal,None,hmdb_metabolites-40733
11447,,,,Normal,None,hmdb_metabolites-40734
11448,,,,Normal,None,hmdb_metabolites-40735
11449,,,,Normal,None,hmdb_metabolites-40736
11450,,,,Normal,None,hmdb_metabolites-40737
11451,,,,Normal,None,hmdb_metabolites-40738
11452,,,,Normal,None,hmdb_metabolites-40739
11453,,,,Normal,None,hmdb_metabolites-40740
11454,,,,Normal,None,hmdb_metabolites-40741
11455,,,,Normal,None,hmdb_metabolites-40742
11456,,,,Normal,None,hmdb_metabolites-40743
11457,,,,Normal,None,hmdb_metabolites-40744
11458,,,,Normal,None,hmdb_metabolites-40745
11459,,,,Normal,None,hmdb_metabolites-40746
11460,,,,Normal,None,hmdb_metabolites-40747
11461,,,,Normal,None,hmdb_metabolites-40748
11462,,,,Normal,None,hmdb_metabolites-40749
11463,,,,Normal,None,hmdb_metabolites-40750
11464,,,,Normal,None,hmdb_metabolites-40751
11465,,,,Normal,None,hmdb_metabolites-40752
11466,,,,Normal,None,hmdb_metabolites-40753
11467,,,,Normal,None,hmdb_metabolites-40754
11468,,,,Normal,None,hmdb_metabolites-40755
11469,,,,Normal,None,hmdb_metabolites-40756
11470,,,,Normal,None,hmdb_metabolites-40757
11471,,,,Normal,None,hmdb_metabolites-40758
11472,,,,Normal,None,hmdb_metabolites-40759
11473,,,,Normal,None,hmdb_metabolites-40760
11474,,,,Normal,None,hmdb_metabolites-40761
11475,,,,Normal,None,hmdb_metabolites-40762
11476,,,,Normal,None,hmdb_metabolites-40763
11477,,,,Normal,None,hmdb_metabolites-40764
11478,,,,Normal,None,hmdb_metabolites-40765
11479,,,,Normal,None,hmdb_metabolites-40766
11480,,,,Normal,None,hmdb_metabolites-40767
11481,,,,Normal,None,hmdb_metabolites-40768
11482,,,,Normal,None,hmdb_metabolites-40769
11483,,,,Normal,None,hmdb_metabolites-40770
11484,,,,Normal,None,hmdb_metabolites-40771
11485,,,,Normal,None,hmdb_metabolites-40772
11486,,,,Normal,None,hmdb_metabolites-40773
11487,,,,Normal,None,hmdb_metabolites-40774
11488,,,,Normal,None,hmdb_metabolites-40775
11489,,,,Normal,None,hmdb_metabolites-40776
11490,,,,Normal,None,hmdb_metabolites-40777
11491,,,,Normal,None,hmdb_metabolites-40778
11492,,,,Normal,None,hmdb_metabolites-40779
11493,,,,Normal,None,hmdb_metabolites-40780
11494,,,,Normal,None,hmdb_metabolites-40781
11495,,,,Normal,None,hmdb_metabolites-40782
11496,,,,Normal,None,hmdb_metabolites-40783
11497,,,,Normal,None,hmdb_metabolites-40784
11498,,,,Normal,None,hmdb_metabolites-40785
11499,,,,Normal,None,hmdb_metabolites-40786
11500,,,,Normal,None,hmdb_metabolites-40787
11501,,,,Normal,None,hmdb_metabolites-40788
11502,,,,Normal,None,hmdb_metabolites-40789
11503,,,,Normal,None,hmdb_metabolites-40790
11504,,,,Normal,None,hmdb_metabolites-40791
11505,,,,Normal,None,hmdb_metabolites-40792
11506,,,,Normal,None,hmdb_metabolites-40793
11507,,,,Normal,None,hmdb_metabolites-40794
11508,,,,Normal,None,hmdb_metabolites-40795
11509,,,,Normal,None,hmdb_metabolites-40796
11510,,,,Normal,None,hmdb_metabolites-40797
11511,,,,Normal,None,hmdb_metabolites-40798
11512,,,,Normal,None,hmdb_metabolites-40799
11513,,,,Normal,None,hmdb_metabolites-40800
11514,,,,Normal,None,hmdb_metabolites-40801
11515,,,,Normal,None,hmdb_metabolites-40802
11516,,,,Normal,None,hmdb_metabolites-40803
11517,,,,Normal,None,hmdb_metabolites-40804
11518,,,,Normal,None,hmdb_metabolites-40805
11519,,,,Normal,None,hmdb_metabolites-40806
11520,,,,Normal,None,hmdb_metabolites-40807
11521,,,,Normal,None,hmdb_metabolites-40808
11522,,,,Normal,None,hmdb_metabolites-40809
11523,,,,Normal,None,hmdb_metabolites-40810
11524,,,,Normal,None,hmdb_metabolites-40811
11525,,,,Normal,None,hmdb_metabolites-40812
11526,,,,Normal,None,hmdb_metabolites-40813
11527,,,,Normal,None,hmdb_metabolites-40814
11528,,,,Normal,None,hmdb_metabolites-40815
11529,,,,Normal,None,hmdb_metabolites-40816
11530,,,,Normal,None,hmdb_metabolites-40817
11531,,,,Normal,None,hmdb_metabolites-40818
11532,,,,Normal,None,hmdb_metabolites-40819
11533,,,,Normal,None,hmdb_metabolites-40820
11534,,,,Normal,None,hmdb_metabolites-40821
11535,,,,Normal,None,hmdb_metabolites-40822
11536,,,,Normal,None,hmdb_metabolites-40823
11537,,,,Normal,None,hmdb_metabolites-40824
11538,,,,Normal,None,hmdb_metabolites-40825
11539,,,,Normal,None,hmdb_metabolites-40826
11540,,,,Normal,None,hmdb_metabolites-40827
11541,,,,Normal,None,hmdb_metabolites-40828
11542,,,,Normal,None,hmdb_metabolites-40829
11543,,,,Normal,None,hmdb_metabolites-40830
11544,,,,Normal,None,hmdb_metabolites-40831
11545,,,,Normal,None,hmdb_metabolites-40832
11546,,,,Normal,None,hmdb_metabolites-40833
11547,,,,Normal,None,hmdb_metabolites-40834
11548,,,,Normal,None,hmdb_metabolites-40835
11549,,,,Normal,None,hmdb_metabolites-40836
11550,,,,Normal,None,hmdb_metabolites-40837
11551,,,,Normal,None,hmdb_metabolites-40838
11552,,,,Normal,None,hmdb_metabolites-40839
11553,,,,Normal,None,hmdb_metabolites-40840
11554,,,,Normal,None,hmdb_metabolites-40841
11555,,,,Normal,None,hmdb_metabolites-40842
11556,,,,Normal,None,hmdb_metabolites-40843
11557,,,,Normal,None,hmdb_metabolites-40844
11558,,,,Normal,None,hmdb_metabolites-40845
11559,,,,Normal,None,hmdb_metabolites-40846
11560,,,,Normal,None,hmdb_metabolites-40847
11561,,,,Normal,None,hmdb_metabolites-40848
11562,,,,Normal,None,hmdb_metabolites-40849
11563,,,,Normal,None,hmdb_metabolites-40850
11564,,,,Normal,None,hmdb_metabolites-40851
11565,,,,Normal,None,hmdb_metabolites-40852
11566,,,,Normal,None,hmdb_metabolites-40853
11567,,,,Normal,None,hmdb_metabolites-40854
11568,,,,Normal,None,hmdb_metabolites-40855
11569,,,,Normal,None,hmdb_metabolites-40856
11570,,,,Normal,None,hmdb_metabolites-40857
11571,,,,Normal,None,hmdb_metabolites-40858
11572,,,,Normal,None,hmdb_metabolites-40859
11573,,,,Normal,None,hmdb_metabolites-40860
11574,,,,Normal,None,hmdb_metabolites-40861
11575,,,,Normal,None,hmdb_metabolites-40862
11576,,,,Normal,None,hmdb_metabolites-40863
11577,,,,Normal,None,hmdb_metabolites-40864
11578,,,,Normal,None,hmdb_metabolites-40865
11579,,,,Normal,None,hmdb_metabolites-40866
11580,,,,Normal,None,hmdb_metabolites-40867
11581,,,,Normal,None,hmdb_metabolites-40868
11582,,,,Normal,None,hmdb_metabolites-40869
11583,,,,Normal,None,hmdb_metabolites-40870
11584,,,,Normal,None,hmdb_metabolites-40871
11585,,,,Normal,None,hmdb_metabolites-40872
11586,,,,Normal,None,hmdb_metabolites-40873
11587,,,,Normal,None,hmdb_metabolites-40874
11588,,,,Normal,None,hmdb_metabolites-40875
11589,,,,Normal,None,hmdb_metabolites-40876
11590,,,,Normal,None,hmdb_metabolites-40877
11591,,,,Normal,None,hmdb_metabolites-40878
11592,,,,Normal,None,hmdb_metabolites-40879
11593,,,,Normal,None,hmdb_metabolites-40880
11594,,,,Normal,None,hmdb_metabolites-40881
11595,,,,Normal,None,hmdb_metabolites-40882
11596,,,,Normal,None,hmdb_metabolites-40883
11597,,,,Normal,None,hmdb_metabolites-40884
11598,,,,Normal,None,hmdb_metabolites-40885
11599,,,,Normal,None,hmdb_metabolites-40886
11600,,,,Normal,None,hmdb_metabolites-40887
11601,,,,Normal,None,hmdb_metabolites-40888
11602,,,,Normal,None,hmdb_metabolites-40889
11603,,,,Normal,None,hmdb_metabolites-40890
11604,,,,Normal,None,hmdb_metabolites-40891
11605,,,,Normal,None,hmdb_metabolites-40892
11606,,,,Normal,None,hmdb_metabolites-40893
11607,,,,Normal,None,hmdb_metabolites-40894
11608,,,,Normal,None,hmdb_metabolites-40895
11609,,,,Normal,None,hmdb_metabolites-40896
11610,,,,Normal,None,hmdb_metabolites-40897
11611,,,,Normal,None,hmdb_metabolites-40898
11612,,,,Normal,None,hmdb_metabolites-40899
11613,,,,Normal,None,hmdb_metabolites-40900
11614,,,,Normal,None,hmdb_metabolites-40901
11615,,,,Normal,None,hmdb_metabolites-40902
11616,,,,Normal,None,hmdb_metabolites-40903
11617,,,,Normal,None,hmdb_metabolites-40904
11618,,,,Normal,None,hmdb_metabolites-40905
11619,,,,Normal,None,hmdb_metabolites-40906
11620,,,,Normal,None,hmdb_metabolites-40907
11621,,,,Normal,None,hmdb_metabolites-40908
11622,,,,Normal,None,hmdb_metabolites-40909
11623,,,,Normal,None,hmdb_metabolites-40910
11624,,,,Normal,None,hmdb_metabolites-40911
11625,,,,Normal,None,hmdb_metabolites-40912
11626,,,,Normal,None,hmdb_metabolites-40913
11627,,,,Normal,None,hmdb_metabolites-40914
11628,,,,Normal,None,hmdb_metabolites-40915
