,Name,Accession,Patient Sex,min_age,max_age,min_range,max_range,Disease
5960,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-16:0)",HMDB0008751,Both,18,64,53.82000000000001,104.58,Heart failure with reduced ejection fraction
5961,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-16:0)",HMDB0008751,Female,18,64,6.422999999999988,174.711,Pregnancy with fetus having congenital heart defect
5962,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-16:0)",HMDB0008751,Female,18,64,123.85300000000001,232.707,Pregnancy
5963,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:0)",HMDB0008752,Both,1,13,11.2,26.8,Obesity
5964,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:0)",HMDB0008752,Both,1,13,14.5,34.5,Obesity
5965,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:0)",HMDB0008752,Both,18,64,20.509999999999998,41.57,Heart failure with preserved ejection fraction
5966,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:0)",HMDB0008752,Female,18,64,2.5040000000000013,53.554,Pregnancy with fetus having congenital heart defect
5967,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:0)",HMDB0008752,Female,18,64,37.617,71.33500000000001,Pregnancy
5968,PC(24:0/14:0),HMDB0008755,Both,1,13,1.4500000000000002,3.33,Obesity
5969,PC(24:0/14:0),HMDB0008755,Both,1,13,1.67,3.29,Obesity
5970,PC(24:0/14:0),HMDB0008755,Female,18,64,0.27749999999999986,5.7855,Pregnancy with fetus having congenital heart defect
5971,PC(24:0/14:0),HMDB0008755,Female,18,64,3.5314000000000005,6.6466,Pregnancy
5972,PC(24:0/14:1(9Z)),HMDB0008756,Female,18,64,-0.24239999999999995,2.3022,Pregnancy with fetus having congenital heart defect
5973,PC(24:0/14:1(9Z)),HMDB0008756,Female,18,64,0.8782,2.0382,Pregnancy
5974,PC(24:0/16:1(9Z)),HMDB0008759,Both,18,64,0.30000000000000004,0.48,Heart failure with reduced ejection fraction
5975,PC(24:0/16:1(9Z)),HMDB0008759,Female,18,64,0.23310000000000003,0.9380999999999999,Pregnancy with fetus having congenital heart defect
5976,PC(24:0/16:1(9Z)),HMDB0008759,Female,18,64,0.4518,0.76,Pregnancy
5977,PC(24:0/16:1(9Z)),HMDB0008759,Both,13,18,0.26,0.84,Pain or fever
5978,PC(24:0/16:1(9Z)),HMDB0008759,Both,13,18,0.28,0.94,Acetaminophen overdose
5979,PC(24:0/18:0),HMDB0008760,Both,1,13,0.297,0.643,Obesity
5980,PC(24:0/18:0),HMDB0008760,Both,1,13,0.32999999999999996,0.646,Obesity
5981,PC(24:0/18:0),HMDB0008760,Female,18,64,0.08560000000000001,1.267,Pregnancy with fetus having congenital heart defect
5982,PC(24:0/18:0),HMDB0008760,Female,18,64,0.8596,1.6152000000000002,Pregnancy
5983,PC(24:0/18:1(11Z)),HMDB0008761,Both,1,13,0.145,0.33899999999999997,Obesity
5984,PC(24:0/18:1(11Z)),HMDB0008761,Both,1,13,0.16599999999999998,0.334,Obesity
5985,PC(24:0/18:1(11Z)),HMDB0008761,Female,18,64,0.030899999999999983,0.6313,Pregnancy with fetus having congenital heart defect
5986,PC(24:0/18:1(11Z)),HMDB0008761,Female,18,64,0.39149999999999996,0.6999,Pregnancy
5987,PC(24:0/18:1(9Z)),HMDB0008762,Both,1,13,0.145,0.33899999999999997,Obesity
5988,PC(24:0/18:1(9Z)),HMDB0008762,Both,1,13,0.16599999999999998,0.334,Obesity
5989,PC(24:0/18:1(9Z)),HMDB0008762,Female,18,64,0.030899999999999983,0.6313,Pregnancy with fetus having congenital heart defect
5990,PC(24:0/18:1(9Z)),HMDB0008762,Female,18,64,0.39149999999999996,0.6999,Pregnancy
5991,"PC(24:0/18:2(9Z,12Z))",HMDB0008763,Both,1,13,0.099,0.231,Obesity
5992,"PC(24:0/18:2(9Z,12Z))",HMDB0008763,Both,1,13,0.10400000000000001,0.23600000000000002,Obesity
5993,"PC(24:0/18:2(9Z,12Z))",HMDB0008763,Female,18,64,-0.00019999999999997797,0.4592,Pregnancy with fetus having congenital heart defect
5994,"PC(24:0/18:2(9Z,12Z))",HMDB0008763,Female,18,64,0.2156,0.42000000000000004,Pregnancy
5995,"PC(24:0/18:4(6Z,9Z,12Z,15Z))",HMDB0008766,Both,1,13,0.11299999999999999,0.23099999999999998,Obesity
5996,"PC(24:0/18:4(6Z,9Z,12Z,15Z))",HMDB0008766,Both,1,13,0.125,0.245,Obesity
5997,"PC(24:0/18:4(6Z,9Z,12Z,15Z))",HMDB0008766,Female,18,64,0.010099999999999998,0.4289,Pregnancy with fetus having congenital heart defect
5998,"PC(24:0/18:4(6Z,9Z,12Z,15Z))",HMDB0008766,Female,18,64,0.2122,0.37220000000000003,Pregnancy
5999,PC(24:0/P-18:0),HMDB0008785,Both,1,13,0.297,0.643,Obesity
6000,PC(24:0/P-18:0),HMDB0008785,Both,1,13,0.32999999999999996,0.646,Obesity
6001,PC(24:0/P-18:0),HMDB0008785,Female,18,64,0.08560000000000001,1.267,Pregnancy with fetus having congenital heart defect
6002,PC(24:0/P-18:0),HMDB0008785,Female,18,64,0.8596,1.6152000000000002,Pregnancy
6003,PC(24:0/P-18:1(11Z)),HMDB0008786,Both,1,13,0.145,0.33899999999999997,Obesity
6004,PC(24:0/P-18:1(11Z)),HMDB0008786,Both,1,13,0.16599999999999998,0.334,Obesity
6005,PC(24:0/P-18:1(11Z)),HMDB0008786,Female,18,64,0.030899999999999983,0.6313,Pregnancy with fetus having congenital heart defect
6006,PC(24:0/P-18:1(11Z)),HMDB0008786,Female,18,64,0.39149999999999996,0.6999,Pregnancy
6007,PC(24:0/P-18:1(9Z)),HMDB0008787,Both,1,13,0.145,0.33899999999999997,Obesity
6008,PC(24:0/P-18:1(9Z)),HMDB0008787,Both,1,13,0.16599999999999998,0.334,Obesity
6009,PC(24:0/P-18:1(9Z)),HMDB0008787,Female,18,64,0.030899999999999983,0.6313,Pregnancy with fetus having congenital heart defect
6010,PC(24:0/P-18:1(9Z)),HMDB0008787,Female,18,64,0.39149999999999996,0.6999,Pregnancy
6011,PC(24:1(15Z)/14:0),HMDB0008788,Female,18,64,-0.24239999999999995,2.3022,Pregnancy with fetus having congenital heart defect
6012,PC(24:1(15Z)/14:0),HMDB0008788,Female,18,64,0.8782,2.0382,Pregnancy
6013,PC(24:1(15Z)/16:0),HMDB0008791,Both,18,64,0.30000000000000004,0.48,Heart failure with reduced ejection fraction
6014,PC(24:1(15Z)/16:0),HMDB0008791,Female,18,64,0.23310000000000003,0.9380999999999999,Pregnancy with fetus having congenital heart defect
6015,PC(24:1(15Z)/16:0),HMDB0008791,Female,18,64,0.4518,0.76,Pregnancy
6016,PC(24:1(15Z)/16:0),HMDB0008791,Both,13,18,0.26,0.84,Pain or fever
6017,PC(24:1(15Z)/16:0),HMDB0008791,Both,13,18,0.28,0.94,Acetaminophen overdose
6018,PC(24:1(15Z)/16:1(9Z)),HMDB0008792,Both,13,18,0.12,0.35,Acetaminophen overdose
6019,PC(24:1(15Z)/16:1(9Z)),HMDB0008792,Both,1,13,0.154,0.43799999999999994,Obesity
6020,PC(24:1(15Z)/16:1(9Z)),HMDB0008792,Both,1,13,0.178,0.416,Obesity
6021,PC(24:1(15Z)/16:1(9Z)),HMDB0008792,Both,13,18,0.26,0.82,Pain or fever
6022,PC(24:1(15Z)/18:0),HMDB0008793,Both,1,13,0.145,0.33899999999999997,Obesity
6023,PC(24:1(15Z)/18:0),HMDB0008793,Both,1,13,0.16599999999999998,0.334,Obesity
6024,PC(24:1(15Z)/18:0),HMDB0008793,Female,18,64,0.030899999999999983,0.6313,Pregnancy with fetus having congenital heart defect
6025,PC(24:1(15Z)/18:0),HMDB0008793,Female,18,64,0.39149999999999996,0.6999,Pregnancy
6026,PC(24:1(15Z)/18:1(11Z)),HMDB0008794,Both,1,13,0.099,0.231,Obesity
6027,PC(24:1(15Z)/18:1(11Z)),HMDB0008794,Both,1,13,0.10400000000000001,0.23600000000000002,Obesity
6028,PC(24:1(15Z)/18:1(11Z)),HMDB0008794,Female,18,64,-0.00019999999999997797,0.4592,Pregnancy with fetus having congenital heart defect
6029,PC(24:1(15Z)/18:1(11Z)),HMDB0008794,Female,18,64,0.2156,0.42000000000000004,Pregnancy
6030,PC(24:1(15Z)/18:1(9Z)),HMDB0008795,Both,1,13,0.099,0.231,Obesity
6031,PC(24:1(15Z)/18:1(9Z)),HMDB0008795,Both,1,13,0.10400000000000001,0.23600000000000002,Obesity
6032,PC(24:1(15Z)/18:1(9Z)),HMDB0008795,Female,18,64,-0.00019999999999997797,0.4592,Pregnancy with fetus having congenital heart defect
6033,PC(24:1(15Z)/18:1(9Z)),HMDB0008795,Female,18,64,0.2156,0.42000000000000004,Pregnancy
6034,"PC(24:1(15Z)/18:3(6Z,9Z,12Z))",HMDB0008797,Both,1,13,0.11299999999999999,0.23099999999999998,Obesity
6035,"PC(24:1(15Z)/18:3(6Z,9Z,12Z))",HMDB0008797,Both,1,13,0.125,0.245,Obesity
6036,"PC(24:1(15Z)/18:3(6Z,9Z,12Z))",HMDB0008797,Female,18,64,0.010099999999999998,0.4289,Pregnancy with fetus having congenital heart defect
6037,"PC(24:1(15Z)/18:3(6Z,9Z,12Z))",HMDB0008797,Female,18,64,0.2122,0.37220000000000003,Pregnancy
6038,"PC(24:1(15Z)/18:3(9Z,12Z,15Z))",HMDB0008798,Both,1,13,0.11299999999999999,0.23099999999999998,Obesity
6039,"PC(24:1(15Z)/18:3(9Z,12Z,15Z))",HMDB0008798,Both,1,13,0.125,0.245,Obesity
6040,"PC(24:1(15Z)/18:3(9Z,12Z,15Z))",HMDB0008798,Female,18,64,0.010099999999999998,0.4289,Pregnancy with fetus having congenital heart defect
6041,"PC(24:1(15Z)/18:3(9Z,12Z,15Z))",HMDB0008798,Female,18,64,0.2122,0.37220000000000003,Pregnancy
6042,"PC(24:1(15Z)/18:4(6Z,9Z,12Z,15Z))",HMDB0008799,Both,1,13,0.21300000000000002,0.435,Obesity
6043,"PC(24:1(15Z)/18:4(6Z,9Z,12Z,15Z))",HMDB0008799,Both,1,13,0.23700000000000002,0.529,Obesity
6044,"PC(24:1(15Z)/18:4(6Z,9Z,12Z,15Z))",HMDB0008799,Both,18,64,0.26,0.5,Heart failure with preserved ejection fraction
6045,"PC(24:1(15Z)/18:4(6Z,9Z,12Z,15Z))",HMDB0008799,Female,18,64,0.04550000000000004,0.9881,Pregnancy with fetus having congenital heart defect
6046,"PC(24:1(15Z)/18:4(6Z,9Z,12Z,15Z))",HMDB0008799,Female,18,64,0.5574,1.0718,Pregnancy
6047,PC(24:1(15Z)/P-16:0),HMDB0008817,Both,13,18,0.28,0.94,Acetaminophen overdose
6048,PC(24:1(15Z)/P-16:0),HMDB0008817,Both,18,64,0.30000000000000004,0.48,Heart failure with reduced ejection fraction
6049,PC(24:1(15Z)/P-16:0),HMDB0008817,Female,18,64,0.23310000000000003,0.9380999999999999,Pregnancy with fetus having congenital heart defect
6050,PC(24:1(15Z)/P-16:0),HMDB0008817,Female,18,64,0.4518,0.76,Pregnancy
6051,PC(24:1(15Z)/P-16:0),HMDB0008817,Both,13,18,0.26,0.84,Pain or fever
6052,PC(24:1(15Z)/P-18:0),HMDB0008818,Both,1,13,0.145,0.33899999999999997,Obesity
6053,PC(24:1(15Z)/P-18:0),HMDB0008818,Both,1,13,0.16599999999999998,0.334,Obesity
6054,PC(24:1(15Z)/P-18:0),HMDB0008818,Female,18,64,0.030899999999999983,0.6313,Pregnancy with fetus having congenital heart defect
6055,PC(24:1(15Z)/P-18:0),HMDB0008818,Female,18,64,0.39149999999999996,0.6999,Pregnancy
6056,PC(24:1(15Z)/P-18:1(11Z)),HMDB0008819,Both,1,13,0.099,0.231,Obesity
6057,PC(24:1(15Z)/P-18:1(11Z)),HMDB0008819,Both,1,13,0.10400000000000001,0.23600000000000002,Obesity
6058,PC(24:1(15Z)/P-18:1(11Z)),HMDB0008819,Female,18,64,-0.00019999999999997797,0.4592,Pregnancy with fetus having congenital heart defect
6059,PC(24:1(15Z)/P-18:1(11Z)),HMDB0008819,Female,18,64,0.2156,0.42000000000000004,Pregnancy
6060,PC(24:1(15Z)/P-18:1(9Z)),HMDB0008820,Both,1,13,0.099,0.231,Obesity
6061,PC(24:1(15Z)/P-18:1(9Z)),HMDB0008820,Both,1,13,0.10400000000000001,0.23600000000000002,Obesity
6062,PC(24:1(15Z)/P-18:1(9Z)),HMDB0008820,Female,18,64,-0.00019999999999997797,0.4592,Pregnancy with fetus having congenital heart defect
6063,PC(24:1(15Z)/P-18:1(9Z)),HMDB0008820,Female,18,64,0.2156,0.42000000000000004,Pregnancy
6065,SM(d18:1/16:0),HMDB0010169,Both,1,13,58.49999999999999,99.69999999999999,Obesity
6066,SM(d18:1/16:0),HMDB0010169,Both,1,13,62.89999999999999,109.3,Obesity
6067,Acetaminophen glucuronide,HMDB0010316,Both,18,64,39.2,48.2,Beta-thalassemia
6070,Indoxyl glucuronide,HMDB0010319,Both,18,64,0.5499999999999989,24.47,uremia
6072,Estriol-3-glucuronide,HMDB0010335,Female,18,64,0.0396,0.132,Ambulant pregnancy
6073,Estriol 3-sulfate 16-glucuronide,HMDB0010356,Female,18,64,0.03,0.19,Ambulant pregnancy
6074,"CE(22:5(7Z,10Z,13Z,16Z,19Z))",HMDB0010375,Both,18,64,-0.43999999999999995,6.9,11-beta-hydroxylase deficiency
6075,"5,8,11-Eicosatrienoic acid",HMDB0010378,Not Specified,18,64,2.5,10.1,Isovaleric acidemia
6077,LysoPC(14:0/0:0),HMDB0010379,Both,13,18,1.54,3.82,Pain or fever
6078,LysoPC(14:0/0:0),HMDB0010379,Both,13,18,2.5,4.75,Acetaminophen overdose
6081,LysoPC(16:0/0:0),HMDB0010382,Both,18,64,59.220000000000006,87.08000000000001,Heart failure with preserved ejection fraction
6082,LysoPC(16:0/0:0),HMDB0010382,Female,18,64,6.055999999999997,138.322,Pregnancy with fetus having congenital heart defect
6083,LysoPC(16:0/0:0),HMDB0010382,Female,18,64,102.42699999999999,181.703,Pregnancy
6084,LysoPC(16:1(9Z)/0:0),HMDB0010383,Both,13,18,1.65,4.41,Pain or fever
6085,LysoPC(16:1(9Z)/0:0),HMDB0010383,Both,13,18,2.78,7.19,Acetaminophen overdose
6086,LysoPC(16:1(9Z)/0:0),HMDB0010383,Both,18,64,1.5299999999999998,3.77,Heart failure with preserved ejection fraction
6087,LysoPC(16:1(9Z)/0:0),HMDB0010383,Female,18,64,-0.005700000000000038,3.7187,Pregnancy with fetus having congenital heart defect
6088,LysoPC(16:1(9Z)/0:0),HMDB0010383,Female,18,64,1.6760000000000002,3.6912000000000003,Pregnancy
6091,LysoPC(18:0/0:0),HMDB0010384,Both,18,64,16.540000000000003,26.66,Heart failure with preserved ejection fraction
6092,LysoPC(18:0/0:0),HMDB0010384,Female,18,64,1.346,37.3,Pregnancy with fetus having congenital heart defect
6093,LysoPC(18:0/0:0),HMDB0010384,Female,18,64,24.814,48.160000000000004,Pregnancy
6095,LysoPC(18:1(11Z)/0:0),HMDB0010385,Both,1,13,8.3,18.7,Obese
6096,LysoPC(18:1(11Z)/0:0),HMDB0010385,Both,1,13,6.8999999999999995,18.5,Obese
6097,LysoPC(18:1(11Z)/0:0),HMDB0010385,Both,1,13,7.1000000000000005,17.5,Obese
6098,LysoPC(18:1(11Z)/0:0),HMDB0010385,Both,1,13,18.2,7.199999999999999,Obese
6099,LysoPC(18:1(11Z)/0:0),HMDB0010385,Both,18,64,15.829999999999998,26.47,Heart failure with preserved ejection fraction
6100,LysoPC(18:1(11Z)/0:0),HMDB0010385,Both,1,13,8.77,16.69,Obese
6101,LysoPC(18:1(11Z)/0:0),HMDB0010385,Female,18,64,0.6400000000000006,26.12,Pregnancy with fetus having congenital heart defect
6102,LysoPC(18:1(11Z)/0:0),HMDB0010385,Female,18,64,18.478,37.414,Pregnancy
6104,"LysoPC(18:2(9Z,12Z)/0:0)",HMDB0010386,Both,1,13,14.0,29.4,Obese
6105,"LysoPC(18:2(9Z,12Z)/0:0)",HMDB0010386,Both,1,13,10.5,29.5,Obese
6106,"LysoPC(18:2(9Z,12Z)/0:0)",HMDB0010386,Both,1,13,11.400000000000002,27.8,Obese
6107,"LysoPC(18:2(9Z,12Z)/0:0)",HMDB0010386,Both,1,13,13.100000000000001,28.1,Obese
6108,"LysoPC(18:2(9Z,12Z)/0:0)",HMDB0010386,Both,18,64,19.84,36.620000000000005,Heart failure with preserved ejection fraction
6109,"LysoPC(18:2(9Z,12Z)/0:0)",HMDB0010386,Both,18,64,20.14,42.9,Heart failure with reduced ejection fraction
6110,"LysoPC(18:2(9Z,12Z)/0:0)",HMDB0010386,Female,18,64,0.4499999999999993,34.714,Pregnancy with fetus having congenital heart defect
6111,"LysoPC(18:2(9Z,12Z)/0:0)",HMDB0010386,Both,1,13,13.02,23.16,Obese
6112,"LysoPC(18:2(9Z,12Z)/0:0)",HMDB0010386,Female,18,64,22.03,50.66,Pregnancy
6113,"LysoPC(20:3(5Z,8Z,11Z)/0:0)",HMDB0010393,Both,18,64,1.4100000000000001,2.99,Heart failure with preserved ejection fraction
6114,"LysoPC(20:3(5Z,8Z,11Z)/0:0)",HMDB0010393,Female,18,64,0.09139999999999993,3.1836,Pregnancy with fetus having congenital heart defect
6115,"LysoPC(20:3(5Z,8Z,11Z)/0:0)",HMDB0010393,Female,18,64,1.6092,3.8729999999999998,Pregnancy
6116,"LysoPC(20:3(8Z,11Z,14Z)/0:0)",HMDB0010394,Both,18,64,1.4100000000000001,2.99,Heart failure with preserved ejection fraction
6117,"LysoPC(20:3(8Z,11Z,14Z)/0:0)",HMDB0010394,Female,18,64,0.09139999999999993,3.1836,Pregnancy with fetus having congenital heart defect
6118,"LysoPC(20:3(8Z,11Z,14Z)/0:0)",HMDB0010394,Female,18,64,1.6092,3.8729999999999998,Pregnancy
6119,"LysoPC(20:4(5Z,8Z,11Z,14Z)/0:0)",HMDB0010395,Both,1,13,3.4,6.199999999999999,Obese
6120,"LysoPC(20:4(5Z,8Z,11Z,14Z)/0:0)",HMDB0010395,Both,1,13,2.6,6.4,Obese
6121,"LysoPC(20:4(5Z,8Z,11Z,14Z)/0:0)",HMDB0010395,Both,1,13,2.8,6.2,Obese
6122,"LysoPC(20:4(5Z,8Z,11Z,14Z)/0:0)",HMDB0010395,Both,1,13,2.7,6.7,Obese
6123,"LysoPC(20:4(5Z,8Z,11Z,14Z)/0:0)",HMDB0010395,Both,18,64,4.819999999999999,9.3,Heart failure with reduced ejection fraction
6124,"LysoPC(20:4(5Z,8Z,11Z,14Z)/0:0)",HMDB0010395,Both,1,13,3.1900000000000004,5.61,Obese
6125,"LysoPC(20:4(5Z,8Z,11Z,14Z)/0:0)",HMDB0010395,Female,18,64,0.5011000000000001,7.9377,Pregnancy with fetus having congenital heart defect
6126,"LysoPC(20:4(5Z,8Z,11Z,14Z)/0:0)",HMDB0010395,Female,18,64,5.73,10.2412,Pregnancy
6127,"LysoPC(20:4(8Z,11Z,14Z,17Z)/0:0)",HMDB0010396,Female,18,64,0.5011000000000001,7.9377,Pregnancy with fetus having congenital heart defect
6128,"LysoPC(20:4(8Z,11Z,14Z,17Z)/0:0)",HMDB0010396,Female,18,64,5.73,10.2412,Pregnancy
6129,"LysoPC(20:4(8Z,11Z,14Z,17Z)/0:0)",HMDB0010396,Both,1,13,3.4,6.199999999999999,Obese
6130,"LysoPC(20:4(8Z,11Z,14Z,17Z)/0:0)",HMDB0010396,Both,1,13,2.6,6.4,Obese
6131,"LysoPC(20:4(8Z,11Z,14Z,17Z)/0:0)",HMDB0010396,Both,1,13,2.8,6.2,Obese
6132,"LysoPC(20:4(8Z,11Z,14Z,17Z)/0:0)",HMDB0010396,Both,1,13,2.7,6.7,Obese
6133,"LysoPC(20:4(8Z,11Z,14Z,17Z)/0:0)",HMDB0010396,Both,18,64,4.819999999999999,9.3,Heart failure with reduced ejection fraction
6134,"LysoPC(20:4(8Z,11Z,14Z,17Z)/0:0)",HMDB0010396,Both,1,13,3.1900000000000004,5.61,Obese
6135,LysoPC(24:0/0:0),HMDB0010405,Both,13,18,0.29,1.02,Pain or fever
6136,LysoPC(24:0/0:0),HMDB0010405,Both,13,18,0.16,0.47,Acetaminophen overdose
6137,LysoPC(P-18:1(9Z)/0:0),HMDB0010408,Female,18,64,0.6400000000000006,26.12,Pregnancy with fetus having congenital heart defect
6138,LysoPC(P-18:1(9Z)/0:0),HMDB0010408,Female,18,64,18.478,37.414,Pregnancy
6139,LysoPC(P-18:1(9Z)/0:0),HMDB0010408,Both,1,13,8.3,18.7,Obese
6140,LysoPC(P-18:1(9Z)/0:0),HMDB0010408,Both,1,13,6.8999999999999995,18.5,Obese
6141,LysoPC(P-18:1(9Z)/0:0),HMDB0010408,Both,1,13,7.1000000000000005,17.5,Obese
6142,LysoPC(P-18:1(9Z)/0:0),HMDB0010408,Both,1,13,18.2,7.199999999999999,Obese
6143,LysoPC(P-18:1(9Z)/0:0),HMDB0010408,Both,18,64,15.829999999999998,26.47,Heart failure with preserved ejection fraction
6144,LysoPC(P-18:1(9Z)/0:0),HMDB0010408,Both,1,13,8.77,16.69,Obese
6147,5-HETE,HMDB0011134,Both,18,64,0.731,0.8430000000000001,Rhinitis
6148,5-HETE,HMDB0011134,Both,18,64,1.396,1.814,Asthma
6149,5-HETE,HMDB0011134,Both,18,64,0.503,0.697,Rheumatoid arthritis
6150,"PC(O-16:0/18:2(9Z,12Z))",HMDB0011151,Both,13,18,6.47,11.49,Acetaminophen overdose
6151,"PC(O-16:0/18:2(9Z,12Z))",HMDB0011151,Female,18,64,0.7515999999999998,17.314,Pregnancy with fetus having congenital heart defect
6152,"PC(O-16:0/18:2(9Z,12Z))",HMDB0011151,Both,1,13,6.630000000000001,12.01,Obese
6153,"PC(O-16:0/18:2(9Z,12Z))",HMDB0011151,Female,18,64,10.515999999999998,20.7268,Pregnancy
6154,"PC(O-16:0/18:2(9Z,12Z))",HMDB0011151,Both,1,13,6.41,11.75,Obesity
6155,"PC(O-16:0/18:2(9Z,12Z))",HMDB0011151,Both,1,13,6.83,12.290000000000001,Obesity
6156,"PC(O-16:0/18:2(9Z,12Z))",HMDB0011151,Both,1,13,7.199999999999999,13.0,Obese
6157,"PC(O-16:0/18:2(9Z,12Z))",HMDB0011151,Both,1,13,5.7,15.3,Obese
6158,"PC(O-16:0/18:2(9Z,12Z))",HMDB0011151,Both,1,13,6.6,13.4,Obese
6159,"PC(O-16:0/18:2(9Z,12Z))",HMDB0011151,Both,1,13,7.6,13.6,Obese
6160,"PC(O-16:0/18:2(9Z,12Z))",HMDB0011151,Both,18,64,7.49,14.049999999999999,Heart failure with preserved ejection fraction
6161,"PC(O-16:0/18:2(9Z,12Z))",HMDB0011151,Both,18,64,7.32,14.600000000000001,Heart failure with reduced ejection fraction
6162,"PC(O-16:0/18:2(9Z,12Z))",HMDB0011151,Both,13,18,5.94,16.11,Pain or fever
6164,"PC(20:3(8Z,11Z,14Z)/20:1(11Z))",HMDB0011201,Female,18,64,0.3597999999999999,5.4508,Pregnancy with fetus having congenital heart defect
6165,"PC(20:3(8Z,11Z,14Z)/20:1(11Z))",HMDB0011201,Female,18,64,3.2209000000000003,6.6943,Pregnancy
6166,"PC(20:3(8Z,11Z,14Z)/20:1(11Z))",HMDB0011201,Both,1,13,2.34,4.9,Obesity
6167,"PC(20:3(8Z,11Z,14Z)/20:1(11Z))",HMDB0011201,Both,1,13,2.99,6.01,Obesity
6168,"PC(20:3(8Z,11Z,14Z)/20:1(11Z))",HMDB0011201,Both,18,64,2.0600000000000005,4.84,Heart failure with preserved ejection fraction
6169,PC(22:1(13Z)/18:1(11Z)),HMDB0011202,Both,1,13,0.154,0.43799999999999994,Obesity
6170,PC(22:1(13Z)/18:1(11Z)),HMDB0011202,Both,1,13,0.178,0.416,Obesity
6171,PC(22:1(13Z)/18:1(11Z)),HMDB0011202,Both,13,18,0.26,0.82,Pain or fever
6172,PC(22:1(13Z)/18:1(11Z)),HMDB0011202,Both,13,18,0.12,0.35,Acetaminophen overdose
6173,PC(P-16:0/14:0),HMDB0011203,Both,13,18,1.9,6.47,Pain or fever
6174,PC(P-16:0/14:0),HMDB0011203,Female,18,64,0.27669999999999995,6.8567,Pregnancy with fetus having congenital heart defect
6175,PC(P-16:0/14:0),HMDB0011203,Female,18,64,3.3383000000000003,8.8255,Pregnancy
6176,PC(P-16:0/14:0),HMDB0011203,Both,13,18,2.43,10.45,Acetaminophen overdose
6177,PC(P-16:0/14:0),HMDB0011203,Both,18,64,2.51,5.51,Heart failure with preserved ejection fraction
6178,PC(P-16:0/14:0),HMDB0011203,Both,18,64,2.38,5.9799999999999995,Heart failure with reduced ejection fraction
6179,PC(P-16:0/14:0),HMDB0011203,Both,1,13,1.8499999999999999,4.49,Obesity
6180,PC(P-16:0/14:0),HMDB0011203,Both,1,13,2.59,4.95,Obesity
6181,PC(P-16:0/16:0),HMDB0011206,Both,1,13,7.8999999999999995,13.3,Obesity
6182,PC(P-16:0/16:0),HMDB0011206,Both,1,13,9.3,15.7,Obesity
6183,PC(P-16:0/16:0),HMDB0011206,Both,13,18,12.57,49.03,Pain or fever
6184,PC(P-16:0/16:0),HMDB0011206,Female,18,64,1.5809999999999995,22.079,Pregnancy with fetus having congenital heart defect
6185,PC(P-16:0/16:0),HMDB0011206,Female,18,64,14.907,28.029,Pregnancy
6186,PC(P-16:0/16:0),HMDB0011206,Both,13,18,12.79,46.67,Acetaminophen overdose
6187,PC(P-16:0/16:1(9Z)),HMDB0011207,Both,1,13,7.4,20.200000000000003,Obesity
6188,PC(P-16:0/16:1(9Z)),HMDB0011207,Both,1,13,10.700000000000001,25.9,Obesity
6189,PC(P-16:0/16:1(9Z)),HMDB0011207,Both,13,18,9.47,29.52,Pain or fever
6190,PC(P-16:0/16:1(9Z)),HMDB0011207,Female,18,64,-0.49100000000000144,25.289,Pregnancy with fetus having congenital heart defect
6191,PC(P-16:0/16:1(9Z)),HMDB0011207,Female,18,64,10.502,36.202,Pregnancy
6192,PC(P-16:0/16:1(9Z)),HMDB0011207,Both,13,18,11.54,57.89,Acetaminophen overdose
6193,PC(P-16:0/18:1(11Z)),HMDB0011209,Both,1,13,120.69999999999999,220.5,Obesity
6194,PC(P-16:0/18:1(11Z)),HMDB0011209,Both,1,13,150.7,266.5,Obesity
6195,PC(P-16:0/18:1(11Z)),HMDB0011209,Female,18,64,17.073000000000008,320.227,Pregnancy with fetus having congenital heart defect
6196,PC(P-16:0/18:1(11Z)),HMDB0011209,Female,18,64,220.18199999999996,412.7,Pregnancy
6197,PC(P-16:0/18:1(9Z)),HMDB0011210,Both,1,13,120.69999999999999,220.5,Obesity
6198,PC(P-16:0/18:1(9Z)),HMDB0011210,Both,1,13,150.7,266.5,Obesity
6199,PC(P-16:0/18:1(9Z)),HMDB0011210,Female,18,64,17.073000000000008,320.227,Pregnancy with fetus having congenital heart defect
6200,PC(P-16:0/18:1(9Z)),HMDB0011210,Female,18,64,220.18199999999996,412.7,Pregnancy
6201,"PC(P-16:0/18:2(9Z,12Z))",HMDB0011211,Both,1,13,225.99999999999997,361.79999999999995,Obesity
6202,"PC(P-16:0/18:2(9Z,12Z))",HMDB0011211,Both,1,13,247.0,437.6,Obesity
6203,"PC(P-16:0/18:2(9Z,12Z))",HMDB0011211,Female,18,64,31.744999999999976,538.237,Pregnancy with fetus having congenital heart defect
6204,"PC(P-16:0/18:2(9Z,12Z))",HMDB0011211,Female,18,64,403.243,621.585,Pregnancy
