,Name,Accession,Value(uM),Subject Age,Subject Sex,Subject Information
8526,PC(P-18:0/20:0),HMDB0011248,3.48 +/- 0.95,Adult (>18 years old),Both,Normal
8527,PC(P-18:0/20:0),HMDB0011248,1.46 (1.21-1.76),Newborn (0-30 days old),,Normal
8528,PC(P-18:0/20:0),HMDB0011248,2.21 (1.85-2.71),Infant (0-1 year old),,Normal
8529,PC(P-18:0/20:1(11Z)),HMDB0011249,1.23 +/- 0.46,Adult (>18 years old),Both,Normal
8530,"PC(P-18:0/20:3(5Z,8Z,11Z))",HMDB0011251,62.34(20.77),Adult (>18 years old),Both,Normal
8531,"PC(P-18:0/20:3(5Z,8Z,11Z))",HMDB0011251,36.1 (31-41.9),Newborn (0-30 days old),,Normal
8532,"PC(P-18:0/20:3(5Z,8Z,11Z))",HMDB0011251,47.3 +/- 11.3,Adult (>18 years old),Both,Normal
8533,"PC(P-18:0/20:3(5Z,8Z,11Z))",HMDB0011251,32.8 (26.5-38.5),Infant (0-1 year old),,Normal
8534,"PC(P-18:0/20:3(8Z,11Z,14Z))",HMDB0011252,62.34(20.77),Adult (>18 years old),Both,Normal
8535,"PC(P-18:0/20:3(8Z,11Z,14Z))",HMDB0011252,36.1 (31-41.9),Newborn (0-30 days old),,Normal
8536,"PC(P-18:0/20:3(8Z,11Z,14Z))",HMDB0011252,47.3 +/- 11.3,Adult (>18 years old),Both,Normal
8537,"PC(P-18:0/20:3(8Z,11Z,14Z))",HMDB0011252,32.8 (26.5-38.5),Infant (0-1 year old),,Normal
8538,"PC(P-18:0/20:4(5Z,8Z,11Z,14Z))",HMDB0011253,147.79(39.15),Adult (>18 years old),Both,Normal
8539,"PC(P-18:0/20:4(5Z,8Z,11Z,14Z))",HMDB0011253,90.4 (78.8-104),Newborn (0-30 days old),,Normal
8540,"PC(P-18:0/20:4(5Z,8Z,11Z,14Z))",HMDB0011253,76.6 (65.9-90.8),Infant (0-1 year old),,Normal
8541,"PC(P-18:0/20:4(5Z,8Z,11Z,14Z))",HMDB0011253,101.6 +/- 22.6,Adult (>18 years old),Both,Normal
8542,"PC(P-18:0/20:4(8Z,11Z,14Z,17Z))",HMDB0011254,147.79(39.15),Adult (>18 years old),Both,Normal
8543,"PC(P-18:0/20:4(8Z,11Z,14Z,17Z))",HMDB0011254,90.4 (78.8-104),Newborn (0-30 days old),,Normal
8544,"PC(P-18:0/20:4(8Z,11Z,14Z,17Z))",HMDB0011254,76.6 (65.9-90.8),Infant (0-1 year old),,Normal
8545,"PC(P-18:0/20:4(8Z,11Z,14Z,17Z))",HMDB0011254,101.6 +/- 22.6,Adult (>18 years old),Both,Normal
8546,"PC(P-18:0/20:5(5Z,8Z,11Z,14Z,17Z))",HMDB0011255,81.9(19.68),Adult (>18 years old),Both,Normal
8547,"PC(P-18:0/20:5(5Z,8Z,11Z,14Z,17Z))",HMDB0011255,21.8 (18.8-25.2),Newborn (0-30 days old),,Normal
8548,"PC(P-18:0/20:5(5Z,8Z,11Z,14Z,17Z))",HMDB0011255,36.2 (28.8-42.9),Infant (0-1 year old),,Normal
8549,"PC(P-18:0/20:5(5Z,8Z,11Z,14Z,17Z))",HMDB0011255,54.2 +/- 13.2,Adult (>18 years old),Both,Normal
8550,PC(P-18:0/22:1(13Z)),HMDB0011257,0.35 (0.3-0.42),Newborn (0-30 days old),,Normal
8551,PC(P-18:0/22:1(13Z)),HMDB0011257,0.44(0.12),Adult (>18 years old),Both,Normal
8552,PC(P-18:0/22:1(13Z)),HMDB0011257,0.39 (0.33-0.45),Infant (0-1 year old),,Normal
8553,PC(P-18:0/22:1(13Z)),HMDB0011257,0.45 (0.30-1.42),Adolescent (13-18 years old),Both,Normal
8554,PC(P-18:0/22:1(13Z)),HMDB0011257,0.39 +/- 0.10,Adult (>18 years old),Both,Normal
8555,"PC(P-18:0/22:2(13Z,16Z))",HMDB0011258,0.25 (0.2-0.37),Newborn (0-30 days old),,Normal
8556,"PC(P-18:0/22:2(13Z,16Z))",HMDB0011258,0.29 (0.25-0.35),Infant (0-1 year old),,Normal
8557,"PC(P-18:0/22:2(13Z,16Z))",HMDB0011258,0.36 (0.05-1.88),Adolescent (13-18 years old),Both,Normal
8558,"PC(P-18:0/22:2(13Z,16Z))",HMDB0011258,0.32 +/- 0.12,Adult (>18 years old),Both,Normal
8559,"PC(P-18:0/22:4(7Z,10Z,13Z,16Z))",HMDB0011259,2.59 (2.16-3.19),Newborn (0-30 days old),,Normal
8560,"PC(P-18:0/22:4(7Z,10Z,13Z,16Z))",HMDB0011259,4.16(1.34),Adult (>18 years old),Both,Normal
8561,"PC(P-18:0/22:4(7Z,10Z,13Z,16Z))",HMDB0011259,3 (2.41-3.61),Infant (0-1 year old),,Normal
8562,"PC(P-18:0/22:4(7Z,10Z,13Z,16Z))",HMDB0011259,3.15 +/- 0.74,Adult (>18 years old),Both,Normal
8563,"PC(P-18:0/22:5(4Z,7Z,10Z,13Z,16Z))",HMDB0011260,13.85(4.15),Adult (>18 years old),Both,Normal
8564,"PC(P-18:0/22:5(7Z,10Z,13Z,16Z,19Z))",HMDB0011261,13.85(4.15),Adult (>18 years old),Both,Normal
8565,"PC(P-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",HMDB0011262,27.8 +/- 8.8,Adult (>18 years old),Both,Normal
8566,"PC(P-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",HMDB0011262,22.6 (17.7-28.7),Newborn (0-30 days old),,Normal
8567,"PC(P-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",HMDB0011262,36.08(11.41),Adult (>18 years old),Both,Normal
8568,"PC(P-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",HMDB0011262,17.4 (13.60-21.8),Infant (0-1 year old),,Normal
8569,PC(P-18:0/24:0),HMDB0011263,0.45 (0.36-0.54),Newborn (0-30 days old),,Normal
8570,PC(P-18:0/24:0),HMDB0011263,0.65 +/- 0.18,Adult (>18 years old),Both,Normal
8571,PC(P-18:0/24:0),HMDB0011263,0.55 (0.47-0.65),Infant (0-1 year old),,Normal
8572,PC(P-18:0/24:1(15Z)),HMDB0011264,0.28 (0.22-0.34),Newborn (0-30 days old),,Normal
8573,PC(P-18:0/24:1(15Z)),HMDB0011264,0.32 +/- 0.08,Adult (>18 years old),Both,Normal
8574,PC(P-18:0/24:1(15Z)),HMDB0011264,0.27 (0.22-0.33),Infant (0-1 year old),,Normal
8575,PC(P-18:0/P-18:1(11Z)),HMDB0011267,19.8 (16.9-22.8),Newborn (0-30 days old),,Normal
8576,PC(P-18:0/P-18:1(11Z)),HMDB0011267,60.62(19.39),Adult (>18 years old),Both,Normal
8577,PC(P-18:0/P-18:1(11Z)),HMDB0011267,40.80 (33.8-47.9),Infant (0-1 year old),,Normal
8578,PC(P-18:0/P-18:1(11Z)),HMDB0011267,57.1 +/- 13.5,Adult (>18 years old),Both,Normal
8579,PC(P-18:0/P-18:1(9Z)),HMDB0011268,19.8 (16.9-22.8),Newborn (0-30 days old),,Normal
8580,PC(P-18:0/P-18:1(9Z)),HMDB0011268,60.62(19.39),Adult (>18 years old),Both,Normal
8581,PC(P-18:0/P-18:1(9Z)),HMDB0011268,40.80 (33.8-47.9),Infant (0-1 year old),,Normal
8582,PC(P-18:0/P-18:1(9Z)),HMDB0011268,57.1 +/- 13.5,Adult (>18 years old),Both,Normal
8583,PC(P-18:1(11Z)/14:0),HMDB0011269,16.6 +/- 7.90,Adult (>18 years old),Both,Normal
8584,PC(P-18:1(11Z)/14:0),HMDB0011269,12.1 (9.51-15.8),Newborn (0-30 days old),,Normal
8585,PC(P-18:1(11Z)/14:0),HMDB0011269,10.1 (7.46-13.5),Infant (0-1 year old),,Normal
8586,PC(P-18:1(11Z)/14:0),HMDB0011269,10.42 (0.14-25.10),Adolescent (13-18 years old),Both,Normal
8587,PC(P-18:1(11Z)/14:1(9Z)),HMDB0011270,4.02 +/- 1.47,Adult (>18 years old),Both,Normal
8588,PC(P-18:1(11Z)/14:1(9Z)),HMDB0011270,0.66 (0.48-0.92),Newborn (0-30 days old),,Normal
8589,PC(P-18:1(11Z)/14:1(9Z)),HMDB0011270,5.75(3.77),Adult (>18 years old),Both,Normal
8590,PC(P-18:1(11Z)/14:1(9Z)),HMDB0011270,2.34 (1.65-3.14),Infant (0-1 year old),,Normal
8591,PC(P-18:1(11Z)/16:0),HMDB0011272,105 (91.8-119),Newborn (0-30 days old),,Normal
8592,PC(P-18:1(11Z)/16:0),HMDB0011272,242.2 +/- 51.3,Adult (>18 years old),Both,Normal
8593,PC(P-18:1(11Z)/16:0),HMDB0011272,173 (145-199),Infant (0-1 year old),,Normal
8594,PC(P-18:1(11Z)/16:1(9Z)),HMDB0011273,84.2 (71.2-101),Newborn (0-30 days old),,Normal
8595,PC(P-18:1(11Z)/16:1(9Z)),HMDB0011273,409.32(87.37),Adult (>18 years old),Both,Normal
8596,PC(P-18:1(11Z)/16:1(9Z)),HMDB0011273,413.3 +/- 69.2,Adult (>18 years old),Both,Normal
8597,PC(P-18:1(11Z)/16:1(9Z)),HMDB0011273,315 (269-369),Infant (0-1 year old),,Normal
8598,PC(P-18:1(11Z)/18:0),HMDB0011274,19.8 (16.9-22.8),Newborn (0-30 days old),,Normal
8599,PC(P-18:1(11Z)/18:0),HMDB0011274,60.62(19.39),Adult (>18 years old),Both,Normal
8600,PC(P-18:1(11Z)/18:0),HMDB0011274,40.80 (33.8-47.9),Infant (0-1 year old),,Normal
8601,PC(P-18:1(11Z)/18:0),HMDB0011274,57.1 +/- 13.5,Adult (>18 years old),Both,Normal
8602,PC(P-18:1(11Z)/18:1(11Z)),HMDB0011275,44.5 (37.6-53.3),Newborn (0-30 days old),,Normal
8603,PC(P-18:1(11Z)/18:1(11Z)),HMDB0011275,267.03(66.1),Adult (>18 years old),Both,Normal
8604,PC(P-18:1(11Z)/18:1(11Z)),HMDB0011275,212 (183-244),Infant (0-1 year old),,Normal
8605,PC(P-18:1(11Z)/18:1(11Z)),HMDB0011275,250.7 +/- 47.2,Adult (>18 years old),Both,Normal
8606,PC(P-18:1(11Z)/18:1(9Z)),HMDB0011276,44.5 (37.6-53.3),Newborn (0-30 days old),,Normal
8607,PC(P-18:1(11Z)/18:1(9Z)),HMDB0011276,267.03(66.1),Adult (>18 years old),Both,Normal
8608,PC(P-18:1(11Z)/18:1(9Z)),HMDB0011276,212 (183-244),Infant (0-1 year old),,Normal
8609,PC(P-18:1(11Z)/18:1(9Z)),HMDB0011276,250.7 +/- 47.2,Adult (>18 years old),Both,Normal
8610,"PC(P-18:1(11Z)/18:2(9Z,12Z))",HMDB0011277,63.7 (53.6-73.5),Newborn (0-30 days old),,Normal
8611,"PC(P-18:1(11Z)/18:2(9Z,12Z))",HMDB0011277,165.5(44.39),Adult (>18 years old),Both,Normal
8612,"PC(P-18:1(11Z)/18:2(9Z,12Z))",HMDB0011277,106 (89.5-120),Infant (0-1 year old),,Normal
8613,"PC(P-18:1(11Z)/18:2(9Z,12Z))",HMDB0011277,129.9 +/- 26.4,Adult (>18 years old),Both,Normal
8614,"PC(P-18:1(11Z)/18:3(6Z,9Z,12Z))",HMDB0011278,135 (118-151),Newborn (0-30 days old),,Normal
8615,"PC(P-18:1(11Z)/18:3(6Z,9Z,12Z))",HMDB0011278,228.74(50.69),Adult (>18 years old),Both,Normal
8616,"PC(P-18:1(11Z)/18:3(6Z,9Z,12Z))",HMDB0011278,130 (111-150),Infant (0-1 year old),,Normal
8617,"PC(P-18:1(11Z)/18:3(6Z,9Z,12Z))",HMDB0011278,189.4 +/- 38.8,Adult (>18 years old),Both,Normal
8618,"PC(P-18:1(11Z)/18:3(9Z,12Z,15Z))",HMDB0011279,135 (118-151),Newborn (0-30 days old),,Normal
8619,"PC(P-18:1(11Z)/18:3(9Z,12Z,15Z))",HMDB0011279,228.74(50.69),Adult (>18 years old),Both,Normal
8620,"PC(P-18:1(11Z)/18:3(9Z,12Z,15Z))",HMDB0011279,130 (111-150),Infant (0-1 year old),,Normal
8621,"PC(P-18:1(11Z)/18:3(9Z,12Z,15Z))",HMDB0011279,189.4 +/- 38.8,Adult (>18 years old),Both,Normal
8622,"PC(P-18:1(11Z)/18:4(6Z,9Z,12Z,15Z))",HMDB0011280,5.2 (4.18-6.71),Newborn (0-30 days old),,Normal
8623,"PC(P-18:1(11Z)/18:4(6Z,9Z,12Z,15Z))",HMDB0011280,46.61(21.41),Adult (>18 years old),Both,Normal
8624,"PC(P-18:1(11Z)/18:4(6Z,9Z,12Z,15Z))",HMDB0011280,8.39 (6.57-11.5),Infant (0-1 year old),,Normal
8625,"PC(P-18:1(11Z)/18:4(6Z,9Z,12Z,15Z))",HMDB0011280,29.3 +/- 15.5,Adult (>18 years old),Both,Normal
8626,PC(P-18:1(11Z)/20:0),HMDB0011281,1.23 +/- 0.46,Adult (>18 years old),Both,Normal
8627,"PC(P-18:1(11Z)/20:2(11Z,14Z))",HMDB0011283,36.1 (31-41.9),Newborn (0-30 days old),,Normal
8628,"PC(P-18:1(11Z)/20:2(11Z,14Z))",HMDB0011283,47.3 +/- 11.3,Adult (>18 years old),Both,Normal
8629,"PC(P-18:1(11Z)/20:2(11Z,14Z))",HMDB0011283,62.34(20.77),Adult (>18 years old),Both,Normal
8630,"PC(P-18:1(11Z)/20:2(11Z,14Z))",HMDB0011283,32.8 (26.5-38.5),Infant (0-1 year old),,Normal
8631,"PC(P-18:1(11Z)/20:3(5Z,8Z,11Z))",HMDB0011284,90.4 (78.8-104),Newborn (0-30 days old),,Normal
8632,"PC(P-18:1(11Z)/20:3(5Z,8Z,11Z))",HMDB0011284,147.79(39.15),Adult (>18 years old),Both,Normal
8633,"PC(P-18:1(11Z)/20:3(5Z,8Z,11Z))",HMDB0011284,76.6 (65.9-90.8),Infant (0-1 year old),,Normal
8634,"PC(P-18:1(11Z)/20:3(5Z,8Z,11Z))",HMDB0011284,101.6 +/- 22.6,Adult (>18 years old),Both,Normal
8635,"PC(P-18:1(11Z)/20:3(8Z,11Z,14Z))",HMDB0011285,90.4 (78.8-104),Newborn (0-30 days old),,Normal
8636,"PC(P-18:1(11Z)/20:3(8Z,11Z,14Z))",HMDB0011285,147.79(39.15),Adult (>18 years old),Both,Normal
8637,"PC(P-18:1(11Z)/20:3(8Z,11Z,14Z))",HMDB0011285,76.6 (65.9-90.8),Infant (0-1 year old),,Normal
8638,"PC(P-18:1(11Z)/20:3(8Z,11Z,14Z))",HMDB0011285,101.6 +/- 22.6,Adult (>18 years old),Both,Normal
8639,"PC(P-18:1(11Z)/20:4(5Z,8Z,11Z,14Z))",HMDB0011286,21.8 (18.8-25.2),Newborn (0-30 days old),,Normal
8640,"PC(P-18:1(11Z)/20:4(5Z,8Z,11Z,14Z))",HMDB0011286,81.9(19.68),Adult (>18 years old),Both,Normal
8641,"PC(P-18:1(11Z)/20:4(5Z,8Z,11Z,14Z))",HMDB0011286,36.2 (28.8-42.9),Infant (0-1 year old),,Normal
8642,"PC(P-18:1(11Z)/20:4(5Z,8Z,11Z,14Z))",HMDB0011286,54.2 +/- 13.2,Adult (>18 years old),Both,Normal
8643,"PC(P-18:1(11Z)/20:4(8Z,11Z,14Z,17Z))",HMDB0011287,21.8 (18.8-25.2),Newborn (0-30 days old),,Normal
8644,"PC(P-18:1(11Z)/20:4(8Z,11Z,14Z,17Z))",HMDB0011287,81.9(19.68),Adult (>18 years old),Both,Normal
8645,"PC(P-18:1(11Z)/20:4(8Z,11Z,14Z,17Z))",HMDB0011287,36.2 (28.8-42.9),Infant (0-1 year old),,Normal
8646,"PC(P-18:1(11Z)/20:4(8Z,11Z,14Z,17Z))",HMDB0011287,54.2 +/- 13.2,Adult (>18 years old),Both,Normal
8647,"PC(P-18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))",HMDB0011288,60.6 (50.1-72.9 ),Newborn (0-30 days old),,Normal
8648,"PC(P-18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))",HMDB0011288,103.41(31.68),Adult (>18 years old),Both,Normal
8649,"PC(P-18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))",HMDB0011288,49.1 (37.8-60.8),Infant (0-1 year old),,Normal
8650,"PC(P-18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))",HMDB0011288,88.0 +/- 25.0,Adult (>18 years old),Both,Normal
8651,PC(P-18:1(11Z)/22:0),HMDB0011289,0.35 (0.3-0.42),Newborn (0-30 days old),,Normal
8652,PC(P-18:1(11Z)/22:0),HMDB0011289,0.44(0.12),Adult (>18 years old),Both,Normal
8653,PC(P-18:1(11Z)/22:0),HMDB0011289,0.39 (0.33-0.45),Infant (0-1 year old),,Normal
8654,PC(P-18:1(11Z)/22:0),HMDB0011289,0.45 (0.30-1.42),Adolescent (13-18 years old),Both,Normal
8655,PC(P-18:1(11Z)/22:0),HMDB0011289,0.39 +/- 0.10,Adult (>18 years old),Both,Normal
8656,PC(P-18:1(11Z)/22:1(13Z)),HMDB0011290,0.25 (0.2-0.37),Newborn (0-30 days old),,Normal
8657,PC(P-18:1(11Z)/22:1(13Z)),HMDB0011290,0.29 (0.25-0.35),Infant (0-1 year old),,Normal
8658,PC(P-18:1(11Z)/22:1(13Z)),HMDB0011290,0.36 (0.05-1.88),Adolescent (13-18 years old),Both,Normal
8659,PC(P-18:1(11Z)/22:1(13Z)),HMDB0011290,0.32 +/- 0.12,Adult (>18 years old),Both,Normal
8660,"PC(P-18:1(11Z)/22:2(13Z,16Z))",HMDB0011291,0.54 (0.46-0.64),Newborn (0-30 days old),,Normal
8661,"PC(P-18:1(11Z)/22:2(13Z,16Z))",HMDB0011291,0.49 (0.43-0.58),Infant (0-1 year old),,Normal
8662,"PC(P-18:1(11Z)/22:2(13Z,16Z))",HMDB0011291,0.47 (0.01-1.41),Adolescent (13-18 years old),Both,Normal
8663,"PC(P-18:1(11Z)/22:2(13Z,16Z))",HMDB0011291,0.55 +/- 0.18,Adult (>18 years old),Both,Normal
8664,"PC(P-18:1(11Z)/22:4(7Z,10Z,13Z,16Z))",HMDB0011292,13.85(4.15),Adult (>18 years old),Both,Normal
8665,"PC(P-18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))",HMDB0011293,27.8 +/- 8.8,Adult (>18 years old),Both,Normal
8666,"PC(P-18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))",HMDB0011293,22.6 (17.7-28.7),Newborn (0-30 days old),,Normal
8667,"PC(P-18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))",HMDB0011293,36.08(11.41),Adult (>18 years old),Both,Normal
8668,"PC(P-18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))",HMDB0011293,17.4 (13.60-21.8),Infant (0-1 year old),,Normal
8669,"PC(P-18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))",HMDB0011294,27.8 +/- 8.8,Adult (>18 years old),Both,Normal
8670,"PC(P-18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))",HMDB0011294,22.6 (17.7-28.7),Newborn (0-30 days old),,Normal
8671,"PC(P-18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))",HMDB0011294,36.08(11.41),Adult (>18 years old),Both,Normal
8672,"PC(P-18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))",HMDB0011294,17.4 (13.60-21.8),Infant (0-1 year old),,Normal
8673,PC(P-18:1(11Z)/24:0),HMDB0011296,0.32 +/- 0.08,Adult (>18 years old),Both,Normal
8674,PC(P-18:1(11Z)/24:0),HMDB0011296,0.28 (0.22-0.34),Newborn (0-30 days old),,Normal
8675,PC(P-18:1(11Z)/24:0),HMDB0011296,0.27 (0.22-0.33),Infant (0-1 year old),,Normal
8676,PC(P-18:1(11Z)/24:1(15Z)),HMDB0011297,0.19 (0.16-0.25),Newborn (0-30 days old),,Normal
8677,PC(P-18:1(11Z)/24:1(15Z)),HMDB0011297,0.25 +/- 0.07,Adult (>18 years old),Both,Normal
8678,PC(P-18:1(11Z)/24:1(15Z)),HMDB0011297,0.2 (0.17-0.24),Infant (0-1 year old),,Normal
8679,PC(P-18:1(11Z)/P-16:0),HMDB0011298,242.2 +/- 51.3,Adult (>18 years old),Both,Normal
8680,PC(P-18:1(11Z)/P-16:0),HMDB0011298,105 (91.8-119),Newborn (0-30 days old),,Normal
8681,PC(P-18:1(11Z)/P-16:0),HMDB0011298,173 (145-199),Infant (0-1 year old),,Normal
8682,PC(P-18:1(11Z)/P-18:0),HMDB0011299,19.8 (16.9-22.8),Newborn (0-30 days old),,Normal
8683,PC(P-18:1(11Z)/P-18:0),HMDB0011299,60.62(19.39),Adult (>18 years old),Both,Normal
8684,PC(P-18:1(11Z)/P-18:0),HMDB0011299,40.80 (33.8-47.9),Infant (0-1 year old),,Normal
8685,PC(P-18:1(11Z)/P-18:0),HMDB0011299,57.1 +/- 13.5,Adult (>18 years old),Both,Normal
8686,PC(P-18:1(11Z)/P-18:1(11Z)),HMDB0011300,44.5 (37.6-53.3),Newborn (0-30 days old),,Normal
8687,PC(P-18:1(11Z)/P-18:1(11Z)),HMDB0011300,267.03(66.1),Adult (>18 years old),Both,Normal
8688,PC(P-18:1(11Z)/P-18:1(11Z)),HMDB0011300,212 (183-244),Infant (0-1 year old),,Normal
8689,PC(P-18:1(11Z)/P-18:1(11Z)),HMDB0011300,250.7 +/- 47.2,Adult (>18 years old),Both,Normal
8690,PC(P-18:1(11Z)/P-18:1(9Z)),HMDB0011301,44.5 (37.6-53.3),Newborn (0-30 days old),,Normal
8691,PC(P-18:1(11Z)/P-18:1(9Z)),HMDB0011301,267.03(66.1),Adult (>18 years old),Both,Normal
8692,PC(P-18:1(11Z)/P-18:1(9Z)),HMDB0011301,212 (183-244),Infant (0-1 year old),,Normal
8693,PC(P-18:1(11Z)/P-18:1(9Z)),HMDB0011301,250.7 +/- 47.2,Adult (>18 years old),Both,Normal
8694,PC(P-18:1(9Z)/14:0),HMDB0011302,16.6 +/- 7.90,Adult (>18 years old),Both,Normal
8695,PC(P-18:1(9Z)/14:0),HMDB0011302,12.1 (9.51-15.8),Newborn (0-30 days old),,Normal
8696,PC(P-18:1(9Z)/14:0),HMDB0011302,10.1 (7.46-13.5),Infant (0-1 year old),,Normal
8697,PC(P-18:1(9Z)/14:0),HMDB0011302,10.42 (0.14-25.10),Adolescent (13-18 years old),Both,Normal
8698,PC(P-18:1(9Z)/14:1(9Z)),HMDB0011303,4.02 +/- 1.47,Adult (>18 years old),Both,Normal
8699,PC(P-18:1(9Z)/14:1(9Z)),HMDB0011303,0.66 (0.48-0.92),Newborn (0-30 days old),,Normal
8700,PC(P-18:1(9Z)/14:1(9Z)),HMDB0011303,5.75(3.77),Adult (>18 years old),Both,Normal
8701,PC(P-18:1(9Z)/14:1(9Z)),HMDB0011303,2.34 (1.65-3.14),Infant (0-1 year old),,Normal
8702,PC(P-18:1(9Z)/16:0),HMDB0011305,242.2 +/- 51.3,Adult (>18 years old),Both,Normal
8703,PC(P-18:1(9Z)/16:0),HMDB0011305,105 (91.8-119),Newborn (0-30 days old),,Normal
8704,PC(P-18:1(9Z)/16:0),HMDB0011305,173 (145-199),Infant (0-1 year old),,Normal
8705,PC(P-18:1(9Z)/16:1(9Z)),HMDB0011306,413.3 +/- 69.2,Adult (>18 years old),Both,Normal
8706,PC(P-18:1(9Z)/16:1(9Z)),HMDB0011306,84.2 (71.2-101),Newborn (0-30 days old),,Normal
8707,PC(P-18:1(9Z)/16:1(9Z)),HMDB0011306,409.32(87.37),Adult (>18 years old),Both,Normal
8708,PC(P-18:1(9Z)/16:1(9Z)),HMDB0011306,315 (269-369),Infant (0-1 year old),,Normal
8709,PC(P-18:1(9Z)/18:0),HMDB0011307,19.8 (16.9-22.8),Newborn (0-30 days old),,Normal
8710,PC(P-18:1(9Z)/18:0),HMDB0011307,60.62(19.39),Adult (>18 years old),Both,Normal
8711,PC(P-18:1(9Z)/18:0),HMDB0011307,40.80 (33.8-47.9),Infant (0-1 year old),,Normal
8712,PC(P-18:1(9Z)/18:0),HMDB0011307,57.1 +/- 13.5,Adult (>18 years old),Both,Normal
8713,PC(P-18:1(9Z)/18:1(11Z)),HMDB0011308,44.5 (37.6-53.3),Newborn (0-30 days old),,Normal
8714,PC(P-18:1(9Z)/18:1(11Z)),HMDB0011308,267.03(66.1),Adult (>18 years old),Both,Normal
8715,PC(P-18:1(9Z)/18:1(11Z)),HMDB0011308,212 (183-244),Infant (0-1 year old),,Normal
8716,PC(P-18:1(9Z)/18:1(11Z)),HMDB0011308,250.7 +/- 47.2,Adult (>18 years old),Both,Normal
8717,PC(P-18:1(9Z)/18:1(9Z)),HMDB0011309,44.5 (37.6-53.3),Newborn (0-30 days old),,Normal
8718,PC(P-18:1(9Z)/18:1(9Z)),HMDB0011309,267.03(66.1),Adult (>18 years old),Both,Normal
8719,PC(P-18:1(9Z)/18:1(9Z)),HMDB0011309,212 (183-244),Infant (0-1 year old),,Normal
8720,PC(P-18:1(9Z)/18:1(9Z)),HMDB0011309,250.7 +/- 47.2,Adult (>18 years old),Both,Normal
8721,"PC(P-18:1(9Z)/18:2(9Z,12Z))",HMDB0011310,63.7 (53.6-73.5),Newborn (0-30 days old),,Normal
8722,"PC(P-18:1(9Z)/18:2(9Z,12Z))",HMDB0011310,165.5(44.39),Adult (>18 years old),Both,Normal
8723,"PC(P-18:1(9Z)/18:2(9Z,12Z))",HMDB0011310,106 (89.5-120),Infant (0-1 year old),,Normal
8724,"PC(P-18:1(9Z)/18:2(9Z,12Z))",HMDB0011310,129.9 +/- 26.4,Adult (>18 years old),Both,Normal
8725,"PC(P-18:1(9Z)/18:3(6Z,9Z,12Z))",HMDB0011311,135 (118-151),Newborn (0-30 days old),,Normal
8726,"PC(P-18:1(9Z)/18:3(6Z,9Z,12Z))",HMDB0011311,228.74(50.69),Adult (>18 years old),Both,Normal
8727,"PC(P-18:1(9Z)/18:3(6Z,9Z,12Z))",HMDB0011311,130 (111-150),Infant (0-1 year old),,Normal
8728,"PC(P-18:1(9Z)/18:3(6Z,9Z,12Z))",HMDB0011311,189.4 +/- 38.8,Adult (>18 years old),Both,Normal
8729,"PC(P-18:1(9Z)/18:3(9Z,12Z,15Z))",HMDB0011312,135 (118-151),Newborn (0-30 days old),,Normal
8730,"PC(P-18:1(9Z)/18:3(9Z,12Z,15Z))",HMDB0011312,228.74(50.69),Adult (>18 years old),Both,Normal
8731,"PC(P-18:1(9Z)/18:3(9Z,12Z,15Z))",HMDB0011312,130 (111-150),Infant (0-1 year old),,Normal
8732,"PC(P-18:1(9Z)/18:3(9Z,12Z,15Z))",HMDB0011312,189.4 +/- 38.8,Adult (>18 years old),Both,Normal
8733,"PC(P-18:1(9Z)/18:4(6Z,9Z,12Z,15Z))",HMDB0011313,5.2 (4.18-6.71),Newborn (0-30 days old),,Normal
8734,"PC(P-18:1(9Z)/18:4(6Z,9Z,12Z,15Z))",HMDB0011313,46.61(21.41),Adult (>18 years old),Both,Normal
8735,"PC(P-18:1(9Z)/18:4(6Z,9Z,12Z,15Z))",HMDB0011313,8.39 (6.57-11.5),Infant (0-1 year old),,Normal
8736,"PC(P-18:1(9Z)/18:4(6Z,9Z,12Z,15Z))",HMDB0011313,29.3 +/- 15.5,Adult (>18 years old),Both,Normal
8737,PC(P-18:1(9Z)/20:0),HMDB0011314,1.23 +/- 0.46,Adult (>18 years old),Both,Normal
8738,"PC(P-18:1(9Z)/20:2(11Z,14Z))",HMDB0011316,47.3 +/- 11.3,Adult (>18 years old),Both,Normal
8739,"PC(P-18:1(9Z)/20:2(11Z,14Z))",HMDB0011316,36.1 (31-41.9),Newborn (0-30 days old),,Normal
