,Name,Disease,Disease Synonym,min_age,max_age,min_range,max_range,unit,meta_id
9268,L-Lactic acid,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2 (PEOB2)","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL RECESSIVE 2",1,13,0.70,1.90,mmol/l,210
9269,L-Lactic acid,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2 (PEOB2)","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL RECESSIVE 2",18,64,0.40,1.00,mmol/l,213
9270,L-Lactic acid,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2 (PEOB2)","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL RECESSIVE 2",7,15,0.40,0.90,mmol/l,1137
9271,L-Lactic acid,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2 (PEOB2)","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL RECESSIVE 2",1,7,0.70,1.60,mmol/l,1136
9272,L-Lactic acid,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2 (PEOB2)","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL RECESSIVE 2",1,13,0.90,1.80,mmol/l,203
9273,L-Lactic acid,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2 (PEOB2)","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL RECESSIVE 2",18,64,1.00,1.50,mmol/l,204
9274,L-Lactic acid,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2 (PEOB2)","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL RECESSIVE 2",0,2,2.00,3.00,mmol/l,207
9275,Glutamine,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,13,18,457.00,857.00,μmol/l,1942
9276,Glutamine,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,18,64,205.00,756.00,μmol/l,1943
9277,Glycine,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,18,64,122.00,550.00,μmol/l,1944
9278,Glycine,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,13,18,166.00,330.00,μmol/l,1945
9279,Glycine,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,1,13,130.00,400.00,μmol/l,1946
9281,3-Hydroxybutyrate + Acetoacetate,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,1,13,0.00,0.20,mmol/l,701
9282,3-Hydroxypropionic acid,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,1,13,0.00,4.00,µmol/l,710
9283,L-Pyroglutamic acid (5-Oxoproline),"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,0,0.02,14.00,62.54,µmol/ml,1284
9284,Acetoacetic acid,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,1,13,0.00,86.00,µmol/l,371
9285,Acylcarnitine (C2),"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,0,0.02,12.40,50.70,µmol/l,1212
9286,Ammonia,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,13,18,19.00,71.00,μmol/l,1992
9287,Ammonia,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,0,2,25.00,80.00,μmol/l,9
9288,Ammonia,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,1,13,11.00,68.00,μmol/l,1092
9289,Ammonia,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,0,0.0907,45.00,97.00,µmol/l,37
9290,Ammonia,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,0,0.0028,36.00,110.00,μmol/l,278
9291,Ammonia,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,0,0.0907,47.00,91.00,µmol/l,277
9292,Ammonia,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,0,0.0907,41.00,79.00,µmol/l,276
9293,Ammonia,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,0,0.0907,28.00,56.00,µmol/l,275
9294,Ammonia,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,0,0.0907,24.00,60.00,µmol/l,274
9295,Ammonia,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,0,0.0907,27.00,59.00,µmol/l,273
9296,Ammonia,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,0,0.0907,27.00,57.00,µmol/l,279
9297,L-Carnitine,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,0,0.02,6.83,43.45,µmol/l,1214
9298,L-Carnitine,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,0,0.02,11.61,73.87,µmol/l,1215
9299,L-Carnitine,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,1,13,23.00,60.00,µmol/l,59
9300,L-Carnitine,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,18,64,35.00,55.00,µmol/l,268
9301,L-Carnitine,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,1,13,20.00,40.00,µmol/l,1090
9302,L-Carnitine,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,0,2,15.00,40.00,µmol/l,1163
9303,L-Carnitine,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,0,0.02,10.00,44.00,µmol/l,1213
9304,L-Carnitine,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,0,2,13.00,23.00,µmol/l,1141
9305,L-Carnitine,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,1,7,11.50,18.00,µmol/l,1142
9306,L-Carnitine,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,7,15,18.00,30.00,µmol/l,1143
9307,L-Carnitine,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,1,13,40.00,60.00,µmol/l,267
9308,L-Carnitine,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,0,0.0907,9.00,23.00,µmol/l,1089
9309,Glutamine,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,0,0.0028,178.00,886.00,μmol/l,14
9310,Glutamine,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,1,13,333.00,809.00,μmol/l,706
9311,Glycine,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,0,0.0028,230.00,500.00,μmol/l,35
9312,Glycine,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,0,2,100.00,350.00,μmol/l,977
9313,Glycine,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,0,0.02,85.10,536.00,µmol/l,1272
9314,Hippuric acid,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,1,13,0.00,5.00,µmol/l,387
9315,Human growth hormone (hGH),"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,0,0.02,10.00,40.00,µg/l,487
9316,Human growth hormone (hGH),"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,1,13,12.00,15.00,ng/ml,488
9317,L-Pyroglutamic acid (5-Oxoproline),"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,18,64,13.00,161.00,µmol/l,394
9318,pCO2,"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,1,13,38.00,42.00,mm Hg,61
9325,Propionylcarnitine (C3),"PROPIONIC ACIDEMIA (PA, PCCA)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCA,0,0.02,1.03,5.99,µmol/l,1217
9326,Glutamine,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,13,18,457.00,857.00,μmol/l,1942
9327,Glutamine,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,18,64,205.00,756.00,μmol/l,1943
9328,Glycine,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,18,64,122.00,550.00,μmol/l,1944
9329,Glycine,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,13,18,166.00,330.00,μmol/l,1945
9330,Glycine,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,1,13,130.00,400.00,μmol/l,1946
9332,3-Hydroxybutyrate + Acetoacetate,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,1,13,0.00,0.20,mmol/l,701
9333,3-Hydroxypropionic acid,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,1,13,0.00,4.00,µmol/l,710
9334,L-Pyroglutamic acid (5-Oxoproline),"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,0,0.02,14.00,62.54,µmol/ml,1284
9335,Acetoacetic acid,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,1,13,0.00,86.00,µmol/l,371
9336,Acylcarnitine (C2),"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,0,0.02,12.40,50.70,µmol/l,1212
9337,Ammonia,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,13,18,19.00,71.00,μmol/l,1992
9338,Ammonia,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,0,2,25.00,80.00,μmol/l,9
9339,Ammonia,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,1,13,11.00,68.00,μmol/l,1092
9340,Ammonia,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,0,0.0907,45.00,97.00,µmol/l,37
9341,Ammonia,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,0,0.0028,36.00,110.00,μmol/l,278
9342,Ammonia,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,0,0.0907,47.00,91.00,µmol/l,277
9343,Ammonia,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,0,0.0907,41.00,79.00,µmol/l,276
9344,Ammonia,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,0,0.0907,28.00,56.00,µmol/l,275
9345,Ammonia,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,0,0.0907,24.00,60.00,µmol/l,274
9346,Ammonia,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,0,0.0907,27.00,59.00,µmol/l,273
9347,Ammonia,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,0,0.0907,27.00,57.00,µmol/l,279
9348,L-Carnitine,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,0,0.02,6.83,43.45,µmol/l,1214
9349,L-Carnitine,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,0,0.02,11.61,73.87,µmol/l,1215
9350,L-Carnitine,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,1,13,23.00,60.00,µmol/l,59
9351,L-Carnitine,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,18,64,35.00,55.00,µmol/l,268
9352,L-Carnitine,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,1,13,20.00,40.00,µmol/l,1090
9353,L-Carnitine,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,0,2,15.00,40.00,µmol/l,1163
9354,L-Carnitine,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,0,0.02,10.00,44.00,µmol/l,1213
9355,L-Carnitine,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,0,2,13.00,23.00,µmol/l,1141
9356,L-Carnitine,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,1,7,11.50,18.00,µmol/l,1142
9357,L-Carnitine,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,7,15,18.00,30.00,µmol/l,1143
9358,L-Carnitine,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,1,13,40.00,60.00,µmol/l,267
9359,L-Carnitine,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,0,0.0907,9.00,23.00,µmol/l,1089
9360,Glutamine,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,0,0.0028,178.00,886.00,μmol/l,14
9361,Glutamine,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,1,13,333.00,809.00,μmol/l,706
9362,Glycine,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,0,0.0028,230.00,500.00,μmol/l,35
9363,Glycine,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,0,2,100.00,350.00,μmol/l,977
9364,Glycine,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,0,0.02,85.10,536.00,µmol/l,1272
9365,Hippuric acid,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,1,13,0.00,5.00,µmol/l,387
9366,Human growth hormone (hGH),"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,0,0.02,10.00,40.00,µg/l,487
9367,Human growth hormone (hGH),"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,1,13,12.00,15.00,ng/ml,488
9368,L-Pyroglutamic acid (5-Oxoproline),"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,18,64,13.00,161.00,µmol/l,394
9369,pCO2,"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,1,13,38.00,42.00,mm Hg,61
9376,Propionylcarnitine (C3),"PROPIONIC ACIDEMIA (PA, PCCB)",KETOTIC HYPERGLYCINEMIA; PA; PROPIONIC ACIDEMIA; PCCB,0,0.02,1.03,5.99,µmol/l,1217
9377,D-Glucose,PROPROTEIN CONVERTASE 1/3 DEFICIENCY,OBESITY AND ENDOCRINOPATHY DUE TO IMPAIRED PROCESSING OF PROHORMONES,13,18,2.60,5.50,mmol/l,47
9378,D-Glucose,PROPROTEIN CONVERTASE 1/3 DEFICIENCY,OBESITY AND ENDOCRINOPATHY DUE TO IMPAIRED PROCESSING OF PROHORMONES,18,64,2.60,5.50,mmol/l,281
9379,D-Glucose,PROPROTEIN CONVERTASE 1/3 DEFICIENCY,OBESITY AND ENDOCRINOPATHY DUE TO IMPAIRED PROCESSING OF PROHORMONES,1,13,3.30,5.50,mmol/l,282
9380,D-Glucose,PROPROTEIN CONVERTASE 1/3 DEFICIENCY,OBESITY AND ENDOCRINOPATHY DUE TO IMPAIRED PROCESSING OF PROHORMONES,0,0.0907,1.10,3.30,mmol/l,280
9381,D-Glucose,PROPROTEIN CONVERTASE 1/3 DEFICIENCY,OBESITY AND ENDOCRINOPATHY DUE TO IMPAIRED PROCESSING OF PROHORMONES,0,0.0028,2.20,3.30,mmol/l,283
9382,D-Glucose,PROPROTEIN CONVERTASE 1/3 DEFICIENCY,OBESITY AND ENDOCRINOPATHY DUE TO IMPAIRED PROCESSING OF PROHORMONES,0,0.0028,2.80,5.00,mmol/l,46
9383,D-Glucose,PROPROTEIN CONVERTASE 1/3 DEFICIENCY,OBESITY AND ENDOCRINOPATHY DUE TO IMPAIRED PROCESSING OF PROHORMONES,,,2.70,4.50,mmol/l,1134
9384,D-Glucose,PROPROTEIN CONVERTASE 1/3 DEFICIENCY,OBESITY AND ENDOCRINOPATHY DUE TO IMPAIRED PROCESSING OF PROHORMONES,,,3.00,4.30,mmol/l,1135
9385,D-Glucose,PROPROTEIN CONVERTASE 1/3 DEFICIENCY,OBESITY AND ENDOCRINOPATHY DUE TO IMPAIRED PROCESSING OF PROHORMONES,1,13,2.60,5.50,mmol/l,490
9386,D-Glucose,PROPROTEIN CONVERTASE 1/3 DEFICIENCY,OBESITY AND ENDOCRINOPATHY DUE TO IMPAIRED PROCESSING OF PROHORMONES,0,0.0028,2.60,5.50,mmol/l,333
9387,D-Glucose,PROPROTEIN CONVERTASE 1/3 DEFICIENCY,OBESITY AND ENDOCRINOPATHY DUE TO IMPAIRED PROCESSING OF PROHORMONES,0,2,2.60,5.50,mmol/l,334
9388,Protoporphyrin,"PROTOPORPHYRIA, ERYTHROPOIETIC (EPP)",FERROCHELATASE DEFICIENCY,18,64,0.41,0.66,µmol/l,1562
9389,Protoporphyrin,"PROTOPORPHYRIA, ERYTHROPOIETIC (EPP)",FERROCHELATASE DEFICIENCY,0,0.0028,0.52,1.66,µmol/l,1823
9390,Hemoglobine,"PROTOPORPHYRIA, ERYTHROPOIETIC, X-LINKED (XLEPP)","PROTOPORPHYRIA, ERYTHROPOIETIC, X-LINKED DOMINANT; XLDPP",0,0.02,12.00,20.00,g/dl,485
9391,Hemoglobine,"PROTOPORPHYRIA, ERYTHROPOIETIC, X-LINKED (XLEPP)","PROTOPORPHYRIA, ERYTHROPOIETIC, X-LINKED DOMINANT; XLDPP",1,13,12.00,15.00,g/dl,693
9392,Hemoglobine,"PROTOPORPHYRIA, ERYTHROPOIETIC, X-LINKED (XLEPP)","PROTOPORPHYRIA, ERYTHROPOIETIC, X-LINKED DOMINANT; XLDPP",0,2,9.00,14.00,g/dl,1007
9393,Pipecolic acid,PSEUDO ZELLWEGER -> D-BIFUNCTIONAL PROTEIN DEFICIENCY,DBP DEFICIENCY,0,0.02,0.80,5.30,µmol/l,428
9394,Pipecolic acid,PSEUDO ZELLWEGER -> D-BIFUNCTIONAL PROTEIN DEFICIENCY,DBP DEFICIENCY,0,2,0.50,3.80,µmol/l,429
9395,Pipecolic acid,PSEUDO ZELLWEGER -> D-BIFUNCTIONAL PROTEIN DEFICIENCY,DBP DEFICIENCY,1,13,0.40,4.90,µmol/l,430
9396,Pipecolic acid,PSEUDO ZELLWEGER -> D-BIFUNCTIONAL PROTEIN DEFICIENCY,DBP DEFICIENCY,5,99,0.70,2.60,µmol/l,431
9397,Aldosterone,"PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL DOMINANT (PHA1A)","PHA I, AUTOSOMAL DOMINANT",0,0.02,5.00,60.00,ng/dl,798
9398,Aldosterone,"PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL DOMINANT (PHA1A)","PHA I, AUTOSOMAL DOMINANT",0,2,1.00,160.00,ng/dl,799
9399,Aldosterone,"PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL RECESSIVE; PHA1B","PHA I, AUTOSOMAL RECESSIVE",0,0.02,5.00,60.00,ng/dl,798
9400,Aldosterone,"PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL RECESSIVE; PHA1B","PHA I, AUTOSOMAL RECESSIVE",0,2,1.00,160.00,ng/dl,799
9401,Bicarbonate,"PSEUDOHYPOALDOSTERONISM, TYPE IIB (PHA2B)",,1,13,24.00,27.00,mmol/l,810
9402,Hemoglobine,PULMONARY HEMOSIDEROSIS,IPH; IDIOPATHIC PULMONARY HEMOSIDEROSIS,0,0.02,12.00,20.00,g/dl,485
9403,Hemoglobine,PULMONARY HEMOSIDEROSIS,IPH; IDIOPATHIC PULMONARY HEMOSIDEROSIS,1,13,12.00,15.00,g/dl,693
9404,Hemoglobine,PULMONARY HEMOSIDEROSIS,IPH; IDIOPATHIC PULMONARY HEMOSIDEROSIS,0,2,9.00,14.00,g/dl,1007
9405,Orotic acid,PURINE NUCLEOSIDE PHOSPHORYLASE DEFICIENCY (PNP),NUCLEOSIDE PHOSPHORYLASE; IMMUNODEFICIENCY,1,13,0.00,0.50,µmol/l,804
9406,Taurine,PYRIDOXAMINE 5-PRIME-PHOSPHATE OXIDASE DEFICIENCY (PNPO),"PNPO; SEIZURES, PYRIDOXINE-RESISTANT, PLP-SENSITIVE",13,18,2.00,90.00,μmol/l,1927
9407,Arginine,PYRIDOXAMINE 5-PRIME-PHOSPHATE OXIDASE DEFICIENCY (PNPO),"PNPO; SEIZURES, PYRIDOXINE-RESISTANT, PLP-SENSITIVE",13,18,1.00,81.00,μmol/l,1928
9408,Glycine,PYRIDOXAMINE 5-PRIME-PHOSPHATE OXIDASE DEFICIENCY (PNPO),"PNPO; SEIZURES, PYRIDOXINE-RESISTANT, PLP-SENSITIVE",18,64,122.00,550.00,μmol/l,1944
9409,Glycine,PYRIDOXAMINE 5-PRIME-PHOSPHATE OXIDASE DEFICIENCY (PNPO),"PNPO; SEIZURES, PYRIDOXINE-RESISTANT, PLP-SENSITIVE",13,18,166.00,330.00,μmol/l,1945
9410,Glycine,PYRIDOXAMINE 5-PRIME-PHOSPHATE OXIDASE DEFICIENCY (PNPO),"PNPO; SEIZURES, PYRIDOXINE-RESISTANT, PLP-SENSITIVE",1,13,130.00,400.00,μmol/l,1946
9411,L-Histidine,PYRIDOXAMINE 5-PRIME-PHOSPHATE OXIDASE DEFICIENCY (PNPO),"PNPO; SEIZURES, PYRIDOXINE-RESISTANT, PLP-SENSITIVE",13,18,68.00,108.00,μmol/l,1947
9412,L-Threonine,PYRIDOXAMINE 5-PRIME-PHOSPHATE OXIDASE DEFICIENCY (PNPO),"PNPO; SEIZURES, PYRIDOXINE-RESISTANT, PLP-SENSITIVE",18,64,43.00,130.00,μmol/l,1965
